p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
15,16,10,19,14,16,19,13,15,13
27,28,25,19,26,25,25,31,15,25
19,19,15,20,20,19,19,19,19,10
20,14,19,19,13,19,15,13,15,9
15,10,16,4,8,16,13,16,19,20
16,20,22,21,22,20,22,25,25,21
8,14,7,19,9,15,10,13,19,9
-1,13,13,2,9,3,13,14,15,7
19,14,15,13,15,14,13,4,14,14
19,13,20,7,19,15,10,9,15,16
22,9,32,26,15,25,31,22,15,21
25,25,25,21,13,27,26,25,25,21
14,20,20,25,25,25,16,25,25,19
10,8,9,10,9,13,15,3,26,4
19,16,15,16,15,13,16,13,16,19
13,13,4,9,14,15,13,14,10,13
20,21,10,25,22,19,25,19,20,10
10,10,13,14,13,13,8,3,3,13
8,7,7,8,9,8,13,8,4,9
10,14,13,19,19,19,22,19,13,20
19,25,25,22,26,16,21,26,13,26
19,21,19,22,16,20,14,10,10,25
9,10,19,16,15,15,15,15,10,15
14,14,13,13,13,15,7,4,14,13
13,14,13,19,19,14,10,13,8,14
9,4,10,13,13,13,7,13,14,15
19,19,19,15,9,16,19,10,14,13
13,9,13,9,14,13,10,10,13,4
3,10,7,8,13,14,7,13,13,8
19,15,19,19,19,19,19,19,19,8
13,10,14,13,14,13,13,16,4,13
16,16,22,21,15,22,22,25,25,14
14,14,13,13,14,13,9,19,13,14
3,9,8,8,13,9,10,4,7,3
15,14,16,20,14,9,14,19,16,15
14,19,21,14,8,20,10,10,16,25
21,20,7,20,21,22,21,20,20,20
20,14,21,22,21,19,20,21,25,21
20,19,20,21,21,9,19,19,19,19
22,7,19,20,20,21,21,10,14,14
28,10,26,22,22,22,19,9,26,22
15,16,19,15,20,-1,20,19,20,15
19,15,15,13,14,16,13,13,13,15
19,19,14,20,19,20,19,13,22,19
19,25,20,21,25,25,20,22,20,21
28,34,34,34,19,27,25,46,34,46
16,19,16,21,19,20,10,20,8,20
9,13,13,22,25,16,26,25,27,15
19,19,21,20,20,19,20,19,25,19
14,15,15,7,15,19,19,19,19,14
19,19,13,14,19,20,19,8,19,19
31,31,13,32,31,20,32,32,33,33
14,14,7,13,13,4,4,14,13,19
14,10,19,21,22,19,19,25,20,21
10,7,19,15,19,19,10,14,15,7
15,9,21,14,14,19,9,14,13,19
13,1,14,13,13,7,14,13,15,7
15,16,19,19,14,19,20,20,7,10
7,19,19,20,15,21,19,10,13,15
34,40,31,32,26,31,31,27,19,31
15,13,13,15,14,15,9,10,20,14
14,13,9,13,14,14,7,10,14,14
25,25,25,25,25,10,19,26,7,25
19,19,10,19,16,15,19,19,20,19
15,13,14,13,15,14,14,8,14,13
31,31,22,32,31,31,31,27,32,21
20,10,21,19,13,19,25,19,25,16
7,15,19,19,19,13,15,19,14,13
22,10,26,22,25,26,26,25,26,26
21,22,21,19,25,21,22,20,22,25
15,14,13,15,15,10,16,14,19,9
13,7,10,13,14,15,15,14,13,13
10,16,19,19,19,19,7,14,19,14
20,22,9,14,3,25,19,21,22,7
19,20,15,19,20,19,15,19,20,10
20,19,16,20,19,19,20,10,8,19
19,22,19,22,19,20,20,21,16,19
4,19,19,9,13,10,9,19,16,20
19,15,21,19,19,20,10,19,8,19
9,13,8,14,13,14,16,3,15,13
31,10,31,28,31,33,31,31,28,15
20,19,20,14,15,19,13,21,4,7
20,15,15,15,15,15,10,19,19,15
25,15,19,15,20,20,20,21,9,20
19,19,21,16,19,13,20,19,19,16
9,7,9,9,7,4,8,7,10,13
21,22,21,20,13,21,25,25,25,21
15,15,10,19,21,19,21,13,19,27
32,16,21,16,33,32,32,26,31,19
26,31,25,31,20,26,19,19,20,27
20,19,16,13,13,15,19,14,10,19
15,16,19,15,10,15,16,14,21,15
16,16,9,16,19,20,27,19,19,20
27,31,28,31,27,32,25,33,21,27
8,7,9,13,13,9,10,13,8,7
16,14,19,2,16,14,14,10,14,13
14,16,13,15,14,10,10,8,14,15
20,14,25,19,19,20,25,13,21,20
14,10,19,9,14,7,15,-1,15,19
13,13,14,14,13,13,8,13,10,9
13,14,8,15,13,13,14,14,13,13
7,15,9,14,15,10,22,8,19,8
14,15,13,10,15,14,16,15,15,15
13,4,9,10,7,7,15,13,16,15
7,10,9,8,2,9,8,10,13,8
20,25,25,22,19,19,15,22,16,21
13,9,13,10,19,19,13,19,15,15
14,13,7,19,19,15,16,19,10,10
20,25,19,19,20,9,21,20,20,21
4,19,10,4,15,20,14,4,19,15
22,20,10,19,20,19,20,21,16,16
9,8,19,10,4,10,13,13,13,8
19,19,21,14,15,22,16,20,19,25
20,19,19,21,19,20,21,21,21,22
21,20,20,25,22,21,9,25,20,26
26,27,21,16,25,19,26,19,20,20
15,26,15,25,22,25,22,21,25,26
8,9,10,10,9,13,7,9,9,8
15,21,4,16,14,22,20,15,20,20
15,19,4,-1,19,16,19,16,19,15
21,19,21,21,20,25,7,20,20,19
25,25,13,19,21,16,25,20,20,22
21,31,25,25,32,25,21,15,25,25
13,9,13,10,9,14,14,14,13,13
15,15,13,19,10,19,9,16,15,19
21,21,21,21,19,20,15,21,25,19
20,25,25,20,21,25,22,21,19,25
13,2,8,2,3,9,13,7,13,9
13,14,13,7,10,10,14,13,16,14
21,19,21,19,16,15,21,20,19,19
15,14,16,13,14,19,15,16,13,15
15,19,21,15,15,9,19,14,15,21
14,14,16,7,19,14,14,19,13,16
7,8,9,8,9,8,3,13,9,2
10,15,16,16,20,13,16,15,8,9
25,20,19,7,21,21,16,19,19,21
13,19,15,13,4,19,19,20,20,20
20,16,21,22,9,21,25,14,7,13
20,19,21,7,15,22,7,14,22,9
10,9,10,8,10,1,8,9,9,7
13,25,25,25,21,25,27,25,25,31
13,16,8,21,19,20,16,16,22,20
14,13,14,19,13,14,14,13,15,13
19,19,19,15,14,20,19,21,13,19
14,10,16,21,13,16,14,16,13,9
14,16,4,19,19,14,16,19,14,13
20,15,15,13,14,20,9,9,19,19
14,19,4,15,20,4,19,20,15,16
14,13,3,8,14,13,14,13,8,9
16,14,19,19,7,13,7,15,21,25
13,21,25,20,19,25,25,26,20,22
20,25,9,25,16,21,19,25,20,19
21,22,15,7,21,25,20,22,20,19
7,3,10,9,10,9,13,9,14,8
19,15,19,16,10,10,15,16,20,9
20,31,19,19,21,21,22,15,20,15
21,13,19,15,19,19,15,19,10,20
28,31,31,16,32,31,31,31,32,32
9,8,9,8,8,9,7,13,7,4
21,13,14,25,25,25,14,25,16,16
26,21,25,22,21,25,9,21,25,25
9,15,9,13,13,14,13,10,7,8
8,13,19,13,14,10,10,10,13,9
9,9,7,9,10,9,1,3,8,9
15,31,13,27,26,13,22,25,25,15
25,27,25,27,25,15,15,26,7,25
19,19,21,-1,13,20,15,15,16,19
15,25,8,19,25,25,25,25,27,25
13,1,1,9,8,9,9,7,10,13
10,10,13,14,14,14,14,14,13,14
13,14,13,13,15,13,7,13,13,13
15,20,20,25,19,22,25,20,7,21
22,21,28,22,15,21,14,22,22,26
10,20,15,19,7,14,16,7,19,15
14,14,13,10,15,14,16,13,13,14
20,31,27,28,32,14,25,26,25,25
19,20,19,19,19,16,13,9,21,20
14,13,7,13,14,13,15,4,14,4
13,19,15,8,13,15,16,14,14,14
19,21,28,22,25,27,31,28,31,31
7,14,10,13,8,8,13,13,15,15
19,15,9,20,4,19,19,19,19,10
16,19,19,14,14,19,19,20,19,20
9,7,10,13,8,3,9,13,14,9
21,25,31,9,22,10,20,25,21,21
20,15,16,10,19,19,19,22,20,20
14,14,15,4,9,16,13,8,15,14
13,9,9,9,8,7,2,14,3,9
15,10,19,25,16,10,20,15,19,20
14,14,10,13,10,13,7,13,13,13
16,26,25,25,25,26,20,25,25,19
4,3,8,13,9,10,7,10,8,4
27,25,25,25,25,25,20,25,25,25
10,8,4,7,7,10,9,4,13,10
19,20,19,13,13,16,10,20,14,7
8,4,4,7,8,8,13,14,10,1
14,14,19,19,15,20,16,16,15,21
9,16,15,19,14,9,7,14,19,15
9,15,15,15,10,13,14,9,7,14
13,26,16,19,21,13,26,20,22,25
4,9,10,7,2,13,8,8,2,13
16,13,19,19,19,19,19,13,10,14
9,10,13,13,8,3,10,10,7,10
19,31,31,22,31,31,31,31,31,16
19,19,19,19,20,13,7,21,9,-1
7,9,19,2,3,13,19,9,16,14
22,25,21,21,10,26,25,25,22,25
8,9,8,8,4,10,7,8,13,1
25,25,25,21,20,25,22,22,22,20
13,14,14,19,14,13,7,14,10,13
14,9,8,10,14,15,13,13,13,4
15,16,10,15,13,16,20,15,14,19
15,19,13,19,15,19,19,19,19,10
16,14,8,14,13,-1,9,15,15,13
14,9,10,15,3,14,3,13,8,9
13,-1,15,19,20,21,9,21,22,22
13,13,7,13,19,15,14,16,16,13
14,9,7,8,8,3,8,7,9,13
21,20,16,20,19,20,19,19,20,20
25,15,19,19,22,16,26,25,26,16
15,16,16,20,19,19,21,9,22,19
15,21,20,19,20,19,20,19,20,19
22,21,22,14,25,4,26,8,25,25
19,8,20,15,19,19,19,19,15,14
13,16,19,14,19,13,13,21,19,19
14,13,10,14,13,14,16,10,9,9
7,19,9,10,14,16,14,19,19,14
21,25,13,4,25,28,26,25,25,25
15,19,25,22,13,16,20,20,21,20
25,10,31,16,25,21,16,25,25,26
14,13,14,9,19,8,19,14,20,15
8,20,15,14,9,16,15,13,20,14
13,14,15,20,14,14,15,10,4,9
21,20,20,14,21,16,19,20,19,16
16,10,9,9,10,13,14,4,7,13
19,19,8,16,13,19,20,19,19,19
13,13,7,14,13,4,8,13,13,9
13,15,9,16,14,15,15,15,13,13
9,13,13,9,13,13,14,9,16,9
13,16,9,9,19,20,10,15,15,13
3,8,9,9,9,10,2,14,13,7
19,20,16,19,20,19,22,25,20,21
7,13,13,7,14,14,9,10,7,13
19,20,19,20,16,20,20,19,19,19
10,14,7,14,14,20,13,16,14,19
13,10,13,9,13,13,13,14,10,19
33,34,31,32,33,34,33,34,31,32
25,26,22,20,20,22,15,15,21,21
20,19,19,19,19,15,21,19,19,14
19,10,8,13,15,20,10,19,14,20
19,19,19,15,19,20,20,21,19,19
14,9,9,10,10,14,13,13,13,15
19,15,20,14,14,14,14,13,21,15
16,9,13,13,19,13,13,13,14,16
20,22,15,21,10,20,16,21,20,19
13,14,4,8,15,13,10,13,13,13
19,10,3,16,15,19,14,20,19,13
10,22,19,19,25,16,20,21,19,20
8,13,13,13,13,13,14,13,13,15
14,14,19,19,15,14,16,14,4,19
14,8,13,10,7,2,4,9,7,14
19,16,9,16,14,15,14,21,19,14
19,13,14,15,13,15,10,4,15,9
13,13,10,14,13,13,13,4,15,13
20,21,21,27,19,20,22,15,22,26
16,15,13,15,15,9,14,14,14,13
7,13,21,13,13,15,4,9,20,14
19,20,19,19,19,19,20,19,19,16
20,9,25,21,21,19,22,21,19,21
13,19,19,19,13,20,14,19,20,22
21,21,21,15,20,20,19,10,16,10
22,19,26,22,26,25,25,16,21,25
10,19,21,16,20,22,20,22,19,21
13,31,26,26,27,31,28,32,28,28
13,3,14,13,10,13,16,13,13,16
9,7,8,7,13,8,8,9,3,7
19,19,19,19,16,15,9,19,7,16
14,15,13,13,10,14,13,10,14,14
15,21,16,19,21,21,13,19,22,16
3,7,8,14,10,8,4,7,7,8
3,25,21,16,13,25,9,19,21,20
19,19,19,20,15,19,9,19,19,14
19,19,20,20,19,19,20,19,19,16
16,19,14,9,14,15,15,16,20,14
32,19,34,34,34,34,34,22,34,33
13,10,13,15,13,9,9,13,13,19
19,16,10,19,15,16,15,15,13,10
13,14,13,14,15,13,13,10,13,14
15,19,20,7,20,15,25,19,21,22
25,10,31,27,15,25,32,31,31,31
14,15,15,15,10,14,16,9,10,14
7,13,13,13,15,13,10,9,9,14
20,19,19,19,16,10,13,20,10,22
15,14,15,14,9,10,20,13,7,15
7,13,14,13,10,13,13,9,14,13
19,15,15,19,10,13,14,19,19,21
10,31,28,32,19,31,31,31,28,28
14,9,19,19,15,15,15,13,16,19
15,25,28,26,26,25,27,28,26,25
7,10,8,7,15,13,9,9,8,9
10,13,13,10,4,13,13,8,10,13
19,14,21,13,20,14,13,19,22,21
22,13,10,19,19,14,19,19,19,20
33,25,32,31,28,31,31,31,27,33
21,21,21,14,22,21,21,19,21,21
19,13,10,14,19,14,9,10,15,15
10,20,21,19,20,7,19,13,16,21
13,9,4,9,13,13,13,9,9,7
9,8,10,13,8,8,13,14,9,13
14,7,7,16,15,15,15,13,16,10
8,7,13,16,9,9,13,16,9,19
19,19,21,19,27,25,26,25,25,25
22,15,19,3,13,19,13,14,13,14
4,16,14,15,15,20,10,14,16,14
14,14,14,13,13,15,16,10,9,3
22,22,19,25,10,27,22,26,26,27
15,3,7,7,14,3,8,9,13,15
20,22,22,10,20,20,25,21,20,13
15,21,19,19,15,8,15,16,15,19
21,10,13,21,15,15,14,19,16,19
9,16,14,15,14,15,15,19,14,19
9,-1,14,14,19,9,21,19,13,22
9,9,14,9,9,14,14,19,15,15
13,15,15,20,14,14,16,7,13,15
13,8,13,8,8,10,13,10,10,7
13,14,15,9,7,14,14,14,13,13
26,26,26,25,26,26,31,33,22,28
19,19,19,15,15,20,9,25,19,19
19,15,20,14,15,16,21,15,14,19
13,9,13,13,10,10,14,14,10,15
19,19,19,10,19,13,20,19,19,16
21,25,25,20,19,15,26,25,25,28
19,16,15,7,15,15,10,15,19,9
9,13,7,13,9,13,13,9,7,9
19,13,13,9,14,19,19,9,14,15
15,13,19,13,15,15,13,8,4,15
9,15,14,19,13,13,10,13,7,14
7,15,15,19,19,15,13,19,25,19
19,16,21,16,16,20,19,20,19,20
19,19,14,9,16,19,20,19,7,7
19,13,20,16,13,9,19,8,7,19
15,7,10,9,4,9,9,9,7,4
8,16,20,19,-1,20,9,19,20,16
19,13,14,13,10,14,16,9,9,14
25,16,31,21,25,15,31,27,21,27
8,13,13,19,14,15,10,14,19,19
13,16,20,7,19,14,19,15,19,19
16,21,22,19,19,20,26,19,22,21
20,21,15,19,10,15,-1,20,19,20
9,13,8,13,8,13,9,7,3,7
21,27,21,20,19,25,21,19,9,21
15,14,13,14,4,13,13,14,14,15
19,16,16,19,15,21,20,20,19,16
19,13,19,15,16,19,14,14,10,13
13,10,7,-1,16,14,14,14,15,15
21,19,21,13,21,27,21,26,19,26
14,13,10,14,16,14,9,13,9,13
9,7,9,7,1,7,7,10,7,8
22,26,25,25,25,31,26,26,28,31
19,19,21,-1,20,21,21,22,19,19
15,14,14,14,14,9,13,14,14,13
9,7,14,19,14,-1,21,20,16,20
22,20,19,21,16,19,19,20,15,22
8,7,7,8,9,7,1,4,9,8
15,25,21,20,21,25,13,21,21,16
28,33,34,22,32,13,33,27,33,32
13,8,13,14,9,15,10,13,14,10
20,27,31,31,31,27,27,31,31,32
32,32,31,31,31,33,33,31,22,34
10,21,22,8,19,20,19,15,19,9
14,20,19,21,22,21,21,25,22,21
33,32,31,33,33,32,32,31,34,33
21,16,14,20,16,16,20,25,19,19
19,31,20,26,20,26,25,21,25,21
14,13,13,15,10,9,13,10,13,13
16,19,14,20,15,15,19,21,9,20
25,27,27,26,27,22,26,27,28,26
19,19,25,19,19,20,13,20,16,21
19,19,22,19,10,7,21,19,10,15
19,25,19,20,19,21,22,19,25,22
8,4,8,13,9,2,8,10,14,13
19,25,26,16,25,25,25,15,26,26
2,8,10,8,8,10,9,8,9,9
14,15,14,15,14,15,10,4,14,15
27,31,27,32,31,28,31,27,31,33
7,13,14,16,15,7,19,15,14,13
26,28,25,25,26,26,22,28,22,26
13,20,13,7,22,20,21,20,16,8
8,8,9,7,10,8,7,13,14,14
31,31,31,31,15,33,26,31,31,31
20,19,15,19,19,19,19,20,25,15
26,28,26,26,26,19,27,27,27,25
19,19,19,20,9,20,9,15,19,14
22,15,31,20,20,25,25,21,22,20
9,8,7,8,9,10,4,3,8,2
33,31,19,31,10,16,31,13,33,31
25,25,25,25,25,22,26,22,21,13
13,15,15,14,15,13,14,9,14,4
9,13,13,16,13,15,13,14,3,14
7,19,19,21,19,19,21,20,13,13
15,15,13,13,14,16,14,19,15,15
28,31,32,27,31,25,25,31,16,22
15,22,16,22,21,19,20,21,21,14
14,15,14,9,19,15,19,14,19,15
15,9,4,13,16,15,19,20,19,19
16,9,13,9,15,16,13,14,21,10
14,4,26,20,19,19,19,16,14,19
19,13,19,21,19,19,13,19,16,16
20,20,22,20,25,21,21,20,15,19
3,13,3,8,8,9,8,9,9,8
10,21,14,16,16,15,20,15,10,20
14,13,7,14,10,16,14,14,10,14
9,9,10,9,9,3,10,9,13,10
20,16,19,19,16,19,8,19,21,15
13,21,7,4,9,9,7,7,8,7
19,19,19,19,19,16,16,15,19,16
13,16,10,15,9,14,16,9,15,19
25,15,16,27,22,25,25,13,19,20
25,21,21,16,26,21,25,16,26,25
31,31,31,27,27,28,32,32,21,31
13,15,14,14,14,14,14,15,13,15
21,10,26,21,26,25,28,19,25,28
19,19,10,19,16,16,15,9,20,20
25,26,25,15,25,26,26,27,22,25
14,13,14,14,13,7,14,4,13,14
19,21,22,19,19,20,20,13,10,19
9,7,13,13,14,10,10,13,14,14
13,9,8,9,4,13,13,7,13,13
14,15,13,13,13,15,15,14,9,14
16,15,19,19,20,13,16,-1,19,21
7,10,8,10,1,7,13,9,13,4
20,19,21,26,21,10,15,14,19,20
33,22,31,32,25,28,10,31,28,32
13,14,10,3,15,14,10,9,13,14
10,9,15,14,15,16,10,15,14,15
14,25,20,25,22,25,25,22,26,26
10,19,21,25,19,21,19,20,13,19
14,19,15,19,19,21,19,19,15,10
25,20,26,10,25,20,21,25,20,22
13,9,10,13,14,7,15,13,14,14
14,13,14,13,14,9,13,10,9,15
7,10,9,2,1,9,9,10,10,8
21,20,16,21,21,19,10,20,15,13
8,2,9,7,1,8,3,10,-1,9
3,19,20,14,19,13,16,21,25,22
20,25,25,20,27,25,20,25,26,26
16,9,-1,13,19,16,15,7,16,20
14,16,19,16,14,13,14,19,16,16
21,22,22,20,21,25,7,20,20,25
4,4,19,14,20,15,16,15,15,15
14,19,21,21,20,21,22,25,22,21
19,16,15,19,14,19,19,10,19,16
9,15,15,14,19,13,16,13,13,14
26,26,1,19,25,25,25,26,26,13
32,32,31,31,33,32,31,31,31,25
15,19,19,15,15,22,16,15,16,4
13,9,7,15,13,14,10,10,13,10
9,20,4,20,8,21,19,10,19,9
13,13,13,9,13,14,14,13,13,9
19,16,16,14,19,20,20,25,20,16
14,14,13,13,15,10,14,14,9,19
10,21,14,7,21,25,8,20,19,25
13,14,16,15,8,13,16,16,13,10
22,21,22,16,15,22,21,25,27,25
15,27,10,26,10,26,16,25,16,25
25,25,19,27,19,20,20,21,21,16
25,10,27,25,26,19,31,28,28,31
7,9,16,25,10,19,19,9,20,19
13,9,10,9,10,13,9,10,13,9
20,13,16,16,19,20,19,20,19,22
8,16,13,13,8,7,16,13,-1,13
19,14,15,20,15,16,10,20,13,15
19,15,4,19,19,13,8,19,20,19
2,9,8,13,7,1,9,10,7,13
20,14,15,13,13,7,15,14,7,19
15,25,25,10,19,26,19,25,25,25
25,26,15,19,25,22,25,25,25,28
9,4,7,10,10,7,8,9,7,13
4,10,16,15,20,14,15,15,14,19
19,20,16,13,14,20,15,19,15,20
33,27,33,33,22,33,19,33,33,33
19,19,20,19,20,19,16,8,19,13
13,16,15,14,15,13,10,14,13,15
13,4,13,8,13,9,14,9,14,14
14,8,13,13,19,14,13,9,19,15
19,19,7,19,16,16,15,13,14,19
10,10,16,19,19,19,19,19,19,16
13,13,14,20,20,13,20,15,21,13
21,21,21,19,8,20,20,22,20,19
26,27,25,25,20,19,27,22,13,14
3,15,13,14,13,19,10,14,15,8
14,13,9,14,13,9,10,13,9,8
22,21,19,20,13,21,21,10,20,20
13,15,15,3,10,19,14,14,4,-1
19,27,31,32,15,19,15,32,19,31
14,19,16,13,16,13,20,13,15,15
10,13,9,3,13,10,7,7,14,3
13,13,13,14,13,15,7,10,16,14
4,9,13,9,14,14,14,4,13,10
8,14,21,15,20,14,20,15,16,14
9,19,10,14,14,21,19,9,16,13
15,19,14,20,15,21,20,13,13,19
7,19,10,14,15,15,9,19,10,14
16,26,27,22,21,25,25,27,25,25
13,13,13,2,13,10,13,10,8,8
14,19,13,15,7,14,13,14,14,15
15,19,9,15,15,15,19,15,19,20
15,16,19,13,19,19,16,16,16,16
19,9,19,19,19,4,14,-1,9,19
21,19,19,20,10,10,19,22,20,19
25,14,16,22,22,26,27,14,25,19
14,15,21,19,14,19,15,15,19,14
19,9,16,20,20,19,15,14,20,13
10,10,15,14,14,10,15,14,14,19
10,16,16,4,14,9,13,13,16,10
8,4,13,13,13,13,13,3,8,7
21,19,13,8,20,10,19,19,19,22
21,15,20,22,22,16,19,19,13,19
10,20,4,19,16,9,15,20,19,22
21,19,15,19,7,16,20,13,8,19
19,10,14,16,15,20,10,10,15,7
21,22,22,20,16,25,25,19,20,8
13,10,13,14,14,13,14,9,14,3
7,14,15,14,16,16,14,15,15,19
16,16,22,21,13,19,16,19,21,22
13,10,7,7,9,9,4,7,4,8
15,21,9,25,15,27,25,25,15,25
8,7,13,4,7,9,2,8,2,14
19,13,16,14,14,14,13,16,10,13
21,14,16,20,19,10,16,10,19,19
19,16,20,15,9,20,16,13,20,20
15,16,14,19,14,14,16,14,14,19
9,25,26,10,25,22,27,25,25,25
13,10,14,16,15,9,10,15,16,19
19,13,19,20,15,20,15,15,20,9
16,14,14,21,10,19,13,14,15,19
25,-1,-1,19,19,19,19,20,19,10
14,14,20,19,15,20,15,15,19,15
25,22,21,27,13,22,19,25,25,21
13,9,7,19,25,16,22,22,25,21
7,20,21,3,19,22,22,10,4,20
19,25,27,19,25,22,21,21,16,21
20,15,19,15,19,15,15,16,19,9
20,19,19,19,13,16,21,9,10,20
19,21,21,20,19,15,21,15,20,14
19,19,20,19,20,-1,19,20,19,25
21,25,25,21,10,22,20,25,19,16
21,8,21,19,21,14,21,22,19,21
25,20,19,22,26,25,19,20,25,25
22,7,10,22,15,25,26,21,25,19
21,46,32,46,33,33,27,34,40,34
21,21,20,21,19,10,13,20,10,20
21,25,19,19,19,20,20,22,21,19
13,10,13,9,14,13,15,13,10,14
13,10,13,4,10,10,10,2,10,7
13,7,9,9,25,26,22,3,14,20
15,16,19,15,15,19,20,19,19,19
15,13,7,9,21,13,19,16,16,19
32,31,31,32,32,32,19,31,31,22
33,31,32,33,32,31,46,19,22,34
13,9,9,9,-1,8,10,10,9,14
19,15,14,13,15,15,19,21,8,16
19,19,14,19,9,21,14,13,21,19
19,19,25,20,8,10,20,21,9,21
14,14,10,19,15,13,13,14,10,7
27,25,26,27,26,13,31,28,31,26
8,16,10,19,13,7,19,9,16,4
9,7,16,13,13,13,10,9,14,13
13,7,13,10,8,9,14,7,8,9
19,7,7,19,4,15,9,21,19,19
22,20,20,10,19,26,14,20,10,20
14,16,13,15,16,20,15,19,10,14
31,15,31,19,25,27,31,22,25,31
14,13,13,15,14,19,13,9,14,10
16,13,16,15,14,14,3,14,14,7
20,15,19,7,9,20,10,25,22,19
8,9,3,14,13,13,9,15,10,7
8,13,19,9,20,21,22,19,14,20
14,13,9,13,13,14,13,15,8,14
27,21,21,13,31,27,26,16,26,26
20,20,25,22,20,20,20,21,13,20
3,13,13,7,13,14,10,13,10,7
16,27,31,27,25,31,32,16,31,19
21,19,10,21,19,13,20,20,14,19
9,3,10,14,8,8,10,8,8,8
13,14,3,13,19,14,-1,15,10,15
20,16,21,21,21,20,21,19,13,19
13,13,8,14,14,8,7,19,9,14
21,15,19,19,13,15,4,20,16,19
28,31,25,26,27,26,25,27,31,27
25,27,28,22,19,25,22,22,31,22
19,20,19,20,10,10,16,19,20,10
19,20,22,20,8,22,16,26,20,16
9,16,13,14,15,20,14,14,10,19
19,14,14,19,14,14,10,10,14,13
15,19,19,19,9,19,19,19,19,20
19,26,20,22,19,21,28,22,25,21
20,21,10,19,19,13,20,19,16,20
19,15,15,20,14,20,16,20,9,13
13,19,20,19,19,20,21,21,19,20
33,16,21,32,33,33,34,34,32,19
9,15,15,15,3,15,20,19,19,15
19,10,19,21,13,21,19,21,13,19
3,8,8,9,9,7,10,9,8,7
10,7,19,15,19,20,20,7,19,10
19,21,19,25,20,13,16,19,22,15
20,15,25,25,19,19,21,16,20,19
9,16,20,15,19,19,13,10,21,19
10,9,9,13,15,9,13,7,13,9
-1,20,19,14,19,10,10,16,-1,16
19,19,20,19,15,15,16,15,20,14
31,31,25,31,28,32,27,32,28,28
8,8,9,13,9,7,8,8,9,14
3,9,10,14,4,9,3,4,4,14
21,14,21,13,19,19,19,20,-1,19
25,15,13,21,16,25,16,16,21,21
20,15,15,20,20,19,20,16,16,19
22,21,19,25,21,25,14,20,8,15
10,8,9,9,2,9,8,10,9,-1
25,15,19,15,16,20,16,21,20,19
15,19,15,13,20,7,14,14,16,15
15,19,19,20,21,19,20,19,19,-1
33,32,33,33,34,32,25,33,21,22
19,14,19,14,14,19,20,20,15,19
16,13,9,19,10,9,10,19,15,14
15,15,19,16,15,16,19,16,19,16
7,13,4,14,4,7,8,9,9,2
13,20,20,15,4,21,21,25,22,20
19,20,15,16,15,15,19,19,19,14
15,16,3,19,20,20,19,19,19,20
22,19,15,25,20,21,26,31,20,19
8,19,15,20,25,9,10,20,20,19
19,19,14,13,14,13,19,16,14,16
10,8,13,13,7,13,13,13,9,13
19,26,25,25,21,27,8,20,22,21
14,10,9,8,8,8,4,10,3,8
15,13,15,13,15,15,13,14,15,14
16,15,13,19,15,10,15,14,15,13
9,9,15,15,14,15,19,14,14,15
15,19,9,15,15,9,15,16,15,19
-1,-1,19,15,19,25,21,21,19,22
26,25,27,26,31,32,31,25,25,26
10,8,14,14,13,13,21,13,14,15
16,31,22,32,25,25,27,15,31,27
14,14,9,10,4,13,13,13,14,15
7,14,14,15,14,15,13,15,13,13
15,19,20,19,9,15,10,16,4,13
14,7,14,13,7,19,15,15,10,15
14,13,4,14,15,9,14,10,15,-1
19,27,25,25,25,31,26,26,25,22
25,27,21,25,25,22,25,25,28,10
14,19,13,16,14,7,10,10,14,13
20,20,19,19,19,19,19,19,7,19
25,21,21,28,25,22,21,19,22,27
22,21,19,16,19,21,21,20,21,15
15,25,21,3,20,19,25,20,20,22
10,21,16,21,16,20,20,22,20,22
13,14,14,8,9,9,9,8,10,10
19,20,20,15,16,19,10,19,14,16
16,10,13,14,3,19,15,13,15,15
10,15,8,7,1,8,9,1,9,8
15,14,22,22,31,25,25,16,20,25
19,15,15,13,16,19,16,21,19,16
16,14,13,13,13,10,8,13,13,19
20,22,15,21,9,19,20,13,19,19
10,13,13,9,9,9,13,10,9,13
15,16,26,31,31,27,20,10,27,16
19,19,16,19,13,19,21,20,19,13
8,20,13,14,19,19,20,15,19,13
4,14,15,13,19,10,14,13,13,13
16,13,16,16,16,19,19,19,20,19
19,25,19,15,19,9,21,20,21,21
25,19,20,21,25,22,25,22,19,20
19,20,21,4,20,19,20,19,20,20
10,9,15,13,13,15,20,14,14,13
10,15,13,15,21,19,10,10,20,13
33,34,27,34,33,31,33,33,16,33
21,7,21,22,20,15,25,20,21,15
26,14,20,22,25,15,22,25,25,21
16,20,16,19,19,15,19,19,20,15
9,1,14,4,13,8,8,9,13,13
7,7,13,14,19,19,7,15,-1,14
19,20,20,20,20,26,21,19,21,20
4,4,13,13,13,10,15,15,8,14
10,19,16,15,21,19,20,20,9,20
1,2,8,8,13,10,9,8,14,9
15,14,20,10,13,19,15,19,14,20
26,26,25,16,25,13,26,15,16,27
20,21,26,20,21,22,25,26,25,25
14,13,7,9,9,10,8,13,9,4
21,25,10,22,26,25,26,20,25,25
13,13,16,14,10,13,13,15,-1,7
15,-1,13,16,20,19,15,16,13,19
13,16,19,13,13,21,14,10,19,19
27,27,31,10,31,10,31,31,31,16
19,15,14,19,19,13,15,20,16,15
