p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
14,13,15,4,14,19,15,14,4,13
14,14,15,9,16,14,14,13,13,13
13,9,21,13,19,20,25,25,21,19
19,4,20,16,3,19,13,19,22,7
15,20,20,20,20,-1,10,19,20,20
16,13,19,16,19,14,10,10,9,15
16,13,14,13,13,14,13,15,14,14
15,15,19,16,15,13,-1,14,19,15
21,19,25,20,20,20,10,20,19,20
20,19,15,15,19,21,21,19,20,22
14,13,15,9,14,14,9,15,19,15
16,15,14,14,14,10,15,7,20,14
15,4,10,15,4,9,14,10,10,9
10,13,9,13,16,14,10,14,15,15
14,8,15,15,19,15,13,19,19,14
20,20,20,21,19,21,2,19,13,20
16,22,15,21,16,19,13,19,10,19
15,21,25,25,21,10,22,25,19,22
20,19,9,19,20,19,15,20,9,20
10,7,7,10,14,13,13,13,10,14
15,13,19,16,19,16,19,19,15,19
13,9,13,13,13,13,8,13,9,9
16,15,13,4,14,8,14,14,8,7
25,27,27,25,26,32,31,21,26,25
16,13,14,10,14,10,14,13,3,13
10,7,7,10,13,8,9,10,15,3
22,25,25,21,22,26,28,26,20,20
8,19,19,19,-1,19,15,10,19,19
13,13,16,4,16,9,14,13,3,13
13,19,7,22,15,16,19,8,20,19
15,26,26,10,27,26,25,25,27,31
8,-1,14,14,13,9,19,7,13,13
19,19,19,16,19,19,15,16,19,10
15,15,16,16,19,13,15,13,10,10
19,19,19,19,16,9,19,19,19,19
3,15,9,8,9,13,13,19,13,13
13,15,19,20,19,19,14,20,16,7
31,31,27,27,31,31,20,31,31,31
10,15,20,16,19,19,19,19,19,19
7,16,13,15,15,13,15,15,13,13
13,15,16,13,13,15,14,14,9,14
20,19,19,19,15,10,16,19,16,19
10,7,14,10,13,9,13,9,15,13
13,20,13,19,15,14,15,10,13,19
20,19,15,14,8,19,16,7,3,21
25,20,25,25,21,20,25,15,14,21
20,16,10,20,19,19,20,16,20,25
33,33,33,32,34,33,21,34,33,33
20,19,20,20,21,20,21,9,21,15
16,16,7,20,22,19,22,16,19,21
15,16,20,19,19,20,9,8,21,19
19,13,15,13,15,25,10,14,19,20
14,14,13,13,10,15,16,14,13,13
13,9,10,8,9,13,10,15,14,10
16,14,19,10,9,19,15,19,20,19
15,10,15,19,9,16,15,19,19,7
15,21,20,25,20,13,16,19,25,20
19,26,27,22,26,26,26,25,-1,25
19,13,15,16,14,9,10,15,9,8
26,25,19,20,19,21,10,19,15,20
20,19,16,21,20,19,20,10,20,19
13,15,13,10,14,14,14,16,7,14
15,14,15,16,20,16,14,19,16,13
19,20,10,20,21,19,21,10,20,20
22,22,25,20,21,19,20,9,22,26
14,14,14,9,14,13,14,14,16,14
15,19,15,19,14,19,20,19,20,19
15,14,13,14,19,16,20,19,10,19
13,8,8,19,14,10,7,13,15,13
14,16,19,9,9,20,16,16,8,13
13,14,13,7,7,15,13,9,9,15
19,25,21,19,22,20,21,20,13,19
22,20,4,13,21,19,20,15,21,19
13,14,13,13,13,15,4,8,9,13
7,19,19,19,19,19,20,19,13,20
9,14,13,15,14,13,10,13,7,4
19,16,19,19,14,15,16,10,15,8
21,10,19,10,20,20,19,13,19,20
15,8,16,19,19,20,9,16,13,19
20,21,21,22,21,21,20,21,25,9
25,25,26,25,27,26,25,16,19,28
26,21,20,31,27,15,25,25,26,27
10,10,10,13,8,10,8,8,13,10
14,16,15,16,15,14,16,14,15,15
10,15,10,15,13,19,13,15,16,19
26,31,19,27,25,21,27,16,19,21
25,25,9,25,25,26,16,20,13,20
19,15,20,19,15,19,19,13,10,10
-1,13,15,15,19,10,9,19,21,21
16,13,19,19,8,16,19,15,21,19
14,7,13,13,13,15,14,4,13,14
9,2,4,8,10,8,9,9,10,10
21,19,13,19,21,13,19,13,20,20
19,19,15,-1,15,15,13,14,15,20
19,19,20,13,20,14,14,14,9,16
9,19,20,19,19,15,21,19,15,9
13,8,3,10,7,9,10,7,9,8
19,19,19,19,20,19,20,14,20,16
15,15,14,14,7,14,9,19,19,15
19,19,19,19,19,19,19,19,14,21
20,25,25,25,9,20,25,10,25,26
22,20,19,20,10,25,20,22,21,25
19,15,19,19,4,19,19,19,20,8
21,25,19,10,10,10,21,21,15,21
21,16,31,31,32,32,33,32,31,52
10,7,7,9,7,10,10,7,8,8
19,26,26,25,26,22,22,27,25,31
31,28,22,31,32,31,31,32,33,31
19,9,19,19,20,16,15,14,20,21
32,52,46,46,52,46,52,52,52,52
19,19,20,15,14,21,15,19,19,16
20,7,20,21,20,21,26,19,21,19
26,19,27,-1,20,31,25,26,26,20
15,4,19,16,16,16,10,15,19,20
9,9,13,13,8,13,4,9,13,10
9,9,14,10,15,13,19,8,14,14
15,14,20,8,15,15,7,16,3,9
21,15,19,15,16,19,16,10,16,19
3,13,8,8,10,14,13,7,9,10
20,21,20,16,19,19,22,19,21,20
15,14,10,15,7,14,15,9,15,14
13,8,9,8,8,15,8,8,8,9
13,14,13,9,13,13,13,3,13,9
13,13,13,19,13,15,16,16,14,4
31,20,31,32,15,28,31,31,31,31
31,27,31,31,31,31,33,32,32,31
14,14,13,15,13,8,14,13,13,13
26,26,8,25,25,15,28,10,14,25
20,25,26,21,19,16,22,19,25,15
25,20,15,20,19,19,22,20,22,21
8,8,9,9,7,13,13,9,7,10
19,10,19,19,19,19,19,19,7,13
10,13,4,9,9,13,10,14,14,14
10,25,25,25,16,26,25,13,16,19
15,20,10,19,15,19,19,19,19,13
14,16,15,20,13,4,16,13,19,15
21,20,16,14,16,19,20,19,25,20
13,8,13,4,14,10,13,7,9,10
10,19,19,25,19,8,15,21,22,20
13,10,13,15,14,10,7,14,13,14
9,14,8,9,7,10,13,14,3,13
8,4,13,7,4,13,10,13,7,8
25,16,31,13,26,25,26,27,26,26
19,21,20,19,16,20,19,20,20,20
19,20,16,9,7,19,21,10,9,15
25,34,52,34,46,40,46,52,46,46
13,9,7,8,9,7,7,7,8,9
27,31,26,27,25,19,27,25,25,27
10,15,15,20,16,13,10,19,20,21
31,33,33,32,32,31,31,31,32,33
25,14,15,25,25,21,25,31,19,21
31,26,31,31,20,15,27,32,28,28
13,13,15,10,13,16,9,7,10,16
4,14,16,7,19,20,10,16,19,10
19,13,19,13,16,19,15,13,13,15
19,15,15,4,19,16,15,20,14,19
20,10,19,19,15,19,10,16,19,13
10,4,13,9,9,3,-1,13,1,10
19,9,20,16,14,15,15,21,15,21
10,13,8,14,14,10,10,10,13,14
25,20,25,9,16,25,25,22,22,20
20,7,19,21,8,20,7,10,20,19
14,15,16,3,19,14,16,14,19,7
10,13,14,13,7,10,9,9,13,14
16,16,15,15,15,14,14,13,15,15
15,21,19,19,20,20,21,15,21,20
25,22,26,25,25,26,25,26,25,25
8,9,4,8,7,13,4,3,8,9
14,10,15,8,13,13,9,19,3,15
20,20,15,15,16,14,19,15,15,19
14,13,10,13,15,15,7,16,14,14
14,15,19,19,19,13,9,19,4,20
9,14,15,16,4,14,15,15,19,10
15,16,15,16,14,15,10,9,15,14
14,14,13,13,15,13,10,10,16,13
21,19,25,13,20,20,21,20,19,-1
20,20,19,15,20,25,10,21,21,16
9,13,7,13,3,14,10,14,7,13
15,4,14,7,13,15,13,13,10,14
13,7,14,10,14,19,13,13,13,13
25,25,10,25,22,22,22,25,21,15
7,20,20,20,20,13,13,25,19,21
25,22,19,26,27,25,25,26,26,25
14,14,10,10,15,10,19,19,15,14
13,7,9,8,9,13,13,8,13,9
22,26,8,21,16,16,25,26,25,10
19,20,22,22,21,22,25,9,26,20
25,26,20,25,25,21,26,25,27,25
21,21,20,19,20,20,20,19,20,21
9,9,8,4,9,10,13,3,9,8
16,19,19,14,19,19,15,15,20,16
21,22,31,33,33,31,33,32,34,33
10,21,19,21,14,20,19,16,20,21
19,9,19,9,10,19,21,16,14,14
10,2,2,13,10,13,13,8,4,7
13,9,14,19,15,15,16,10,13,16
27,15,27,9,27,16,26,25,27,26
9,16,20,21,20,20,20,16,16,14
9,9,3,9,14,13,9,9,14,8
31,28,32,33,31,31,31,31,13,27
8,9,14,10,13,13,13,13,10,15
19,14,14,15,19,16,10,15,19,20
21,25,21,21,20,21,21,15,22,10
15,20,14,19,19,13,13,20,19,21
20,16,14,13,19,21,13,13,14,14
15,9,7,14,14,19,9,9,14,15
8,8,7,9,13,13,13,13,14,8
22,21,25,20,25,21,25,21,21,21
15,19,14,14,15,16,14,14,13,19
4,8,4,13,8,13,8,9,9,2
19,9,-1,20,20,15,10,13,20,20
10,19,9,16,21,14,10,15,19,19
15,14,7,14,13,14,15,9,15,14
14,4,19,16,15,15,19,19,14,19
25,25,25,25,27,27,31,25,22,25
19,20,20,10,21,20,4,20,19,20
8,10,10,8,13,10,13,13,9,8
14,13,13,4,14,13,15,14,13,15
16,16,10,19,20,16,16,19,13,13
15,14,16,7,16,15,10,9,14,15
13,13,-1,13,13,19,16,14,16,14
8,7,8,9,8,8,8,8,3,9
19,-1,9,20,19,19,20,20,14,13
20,10,13,16,19,15,19,20,10,15
13,10,7,9,8,10,14,9,8,13
13,7,9,14,14,13,13,14,13,15
14,19,16,-1,19,19,15,20,10,19
21,20,16,10,13,25,26,19,15,19
16,9,20,19,20,20,10,20,25,13
15,13,8,14,13,13,13,7,8,13
13,7,15,20,10,14,10,14,14,19
8,7,9,9,7,8,7,13,10,7
15,19,19,15,-1,19,20,16,19,19
21,15,20,20,13,20,21,16,25,9
3,8,7,9,1,7,3,13,7,7
25,19,20,25,19,9,21,10,20,15
16,20,14,19,15,15,15,15,15,16
13,20,-1,13,13,14,14,13,8,15
14,9,4,14,13,14,16,10,14,10
14,10,13,9,13,13,8,15,4,10
13,14,13,13,13,13,14,13,14,13
16,7,9,15,7,10,8,14,10,3
7,16,4,15,16,19,20,21,16,16
16,25,16,21,20,16,20,21,19,21
13,13,14,14,14,13,13,14,13,14
25,26,22,25,22,15,21,25,16,25
10,10,25,25,27,26,25,25,31,19
9,15,15,15,16,14,15,15,15,15
19,10,16,14,8,14,15,15,14,10
20,20,21,19,19,20,16,20,9,15
25,20,25,21,20,15,20,21,25,20
21,16,16,25,20,21,25,15,19,22
19,25,25,26,25,27,13,27,21,27
21,20,21,15,25,21,25,25,21,19
15,15,14,19,13,20,15,15,13,15
21,21,19,20,16,19,20,19,20,8
15,22,22,21,20,25,21,22,9,25
9,9,7,13,7,7,10,14,8,13
15,19,19,21,20,21,20,19,20,19
10,10,15,13,13,15,10,4,13,13
25,33,31,25,31,33,32,21,21,19
25,22,26,27,19,27,31,26,25,25
19,16,14,16,14,10,9,16,20,9
16,25,22,25,31,22,20,27,25,25
16,14,25,25,22,25,25,25,19,19
13,7,14,14,13,10,15,15,15,7
8,1,8,4,4,10,2,10,9,3
14,10,7,13,15,4,7,10,14,13
20,21,20,25,21,10,21,16,16,19
21,20,19,22,16,19,22,13,26,10
16,13,13,9,14,15,19,9,16,9
13,15,19,16,20,19,19,20,21,7
15,15,7,9,14,14,15,13,15,19
7,15,14,14,19,16,15,13,20,19
15,25,15,20,20,19,19,13,10,20
16,20,20,19,15,9,-1,-1,19,21
15,15,14,13,13,13,13,15,9,15
10,9,10,9,-1,15,19,8,14,19
19,27,16,20,22,7,15,19,19,20
15,14,10,15,15,10,14,14,15,14
15,20,19,19,8,25,7,19,10,15
8,9,10,13,13,4,13,7,8,9
27,21,25,25,26,15,25,19,20,26
16,15,14,9,10,8,16,13,14,19
15,13,14,13,14,19,19,14,16,14
20,16,19,20,7,21,20,19,13,26
14,20,21,14,19,16,16,21,9,19
19,21,20,19,14,19,19,20,19,20
14,15,13,13,14,13,10,13,14,10
14,21,21,26,21,26,7,28,25,31
25,21,20,19,20,22,21,20,14,22
10,14,15,19,13,13,19,15,9,14
25,27,31,33,28,31,31,31,31,21
8,10,15,19,13,14,10,15,19,19
14,16,19,13,13,13,13,16,15,19
16,20,20,15,15,15,7,16,10,26
21,20,21,21,13,21,22,26,20,25
13,19,20,9,19,19,19,19,20,25
3,4,4,9,9,13,13,15,13,14
16,9,8,4,16,9,19,19,19,15
16,20,8,14,14,9,19,19,20,15
-1,13,20,15,8,22,19,19,19,19
14,15,19,15,19,13,10,10,15,16
16,14,14,13,20,19,13,19,16,20
20,16,15,21,10,9,20,21,3,13
31,31,31,28,20,31,33,15,31,16
14,3,15,15,9,14,13,16,16,14
19,19,20,21,16,15,15,22,19,22
21,20,19,21,13,22,14,20,7,25
19,20,10,20,4,20,16,19,7,16
22,14,7,21,25,22,21,16,25,25
34,40,34,19,46,21,40,27,28,33
15,14,13,15,14,15,16,10,3,16
19,10,13,13,14,15,15,16,14,13
10,13,10,9,7,8,13,8,13,10
21,15,21,19,19,19,20,13,16,19
14,13,14,19,14,15,13,15,16,14
13,8,15,10,7,13,10,14,13,9
26,26,31,31,16,22,13,27,31,31
13,14,15,13,13,16,3,8,10,9
19,16,14,14,14,13,20,13,13,15
10,7,8,9,4,7,3,10,10,13
-1,13,19,19,19,19,19,13,19,15
13,10,15,15,13,10,9,16,7,15
22,20,20,7,19,15,15,25,22,14
25,14,15,25,31,25,7,25,25,26
19,13,15,19,13,14,10,13,19,14
15,20,15,14,8,14,9,19,9,19
15,7,3,14,19,19,14,10,15,15
19,7,15,10,20,19,22,19,15,19
25,19,25,25,20,22,22,26,25,21
9,9,3,3,7,10,7,4,8,7
22,25,20,25,20,19,13,25,20,16
20,15,16,19,10,21,15,20,19,19
19,16,20,15,19,8,15,7,2,16
27,25,15,26,31,31,26,10,31,25
25,26,20,25,20,32,16,21,13,22
13,14,8,10,14,13,10,10,13,14
13,9,-1,20,21,20,20,20,15,15
21,19,21,19,20,-1,-1,8,31,19
13,8,10,14,13,10,14,8,13,9
10,14,15,16,15,15,13,15,19,19
25,25,25,27,16,25,26,19,31,25
19,14,14,19,19,19,13,15,14,15
9,4,14,7,13,13,16,14,19,13
20,21,10,21,21,20,19,19,26,16
20,21,21,21,19,20,21,21,22,21
19,19,20,20,15,19,20,21,20,19
15,16,19,9,19,16,19,31,16,13
14,15,14,13,13,10,13,14,14,19
20,20,14,13,20,15,7,15,9,16
19,19,21,20,20,20,22,19,21,19
15,19,19,16,16,7,13,19,22,16
19,10,19,16,15,13,15,7,13,7
9,14,15,15,13,16,15,13,16,15
21,22,21,28,21,25,20,25,19,21
25,25,10,26,14,26,26,28,15,26
14,10,16,20,10,19,15,15,19,19
25,7,15,20,25,20,22,16,22,16
16,20,10,15,15,19,15,16,15,15
14,14,13,14,13,16,9,14,16,14
20,21,25,19,21,19,4,21,20,10
14,13,13,9,13,3,10,9,15,13
4,15,15,14,8,15,14,19,15,19
20,32,25,25,15,25,22,22,25,21
14,14,9,8,9,9,13,13,14,10
9,3,13,14,14,13,16,15,14,16
15,16,20,20,20,21,10,14,20,-1
10,9,10,13,9,9,8,7,8,10
14,13,9,13,4,15,14,14,9,15
15,19,15,20,19,20,19,19,20,19
19,19,25,21,25,25,21,25,19,19
13,15,13,14,10,15,21,20,16,19
19,21,10,20,16,16,19,10,21,8
19,10,14,19,16,14,15,19,20,16
14,15,16,13,13,15,15,10,20,13
8,15,8,4,15,-1,13,10,7,8
20,15,19,19,20,25,19,19,19,21
19,8,19,19,14,15,15,13,9,14
20,22,13,19,16,16,19,19,20,7
13,10,14,14,13,14,10,13,16,14
8,8,9,15,13,14,8,13,10,13
13,13,4,13,13,13,13,10,13,13
20,9,19,19,15,15,19,7,19,19
14,10,13,13,15,14,13,3,10,13
16,14,19,15,10,16,8,8,19,13
13,15,9,15,21,15,15,13,19,22
13,7,10,9,16,7,15,4,9,7
22,25,9,19,25,26,25,25,15,27
19,15,21,20,25,22,19,25,16,22
13,13,13,10,14,14,9,-1,9,15
14,4,15,14,15,15,14,14,19,14
28,27,25,32,19,19,31,14,10,27
22,22,25,28,25,25,19,25,25,25
7,9,3,8,10,7,4,9,13,3
13,13,14,7,10,10,2,14,13,14
13,14,13,9,14,9,8,14,9,13
16,20,13,13,13,4,10,13,14,14
7,7,8,7,8,9,7,10,7,7
9,13,13,1,9,4,4,13,8,9
20,21,25,21,21,22,22,21,15,21
15,15,19,15,19,9,19,16,19,19
15,13,20,14,19,19,15,20,16,15
14,19,15,19,19,21,19,-1,13,9
19,19,25,10,20,20,20,25,19,19
16,31,34,32,27,31,32,33,31,33
16,21,21,26,21,19,19,19,19,19
21,20,7,21,15,13,21,20,21,19
15,16,16,14,14,13,20,13,19,14
15,19,22,22,25,19,25,21,21,22
15,13,13,13,14,14,13,13,14,13
14,14,14,19,16,19,10,8,14,14
25,19,8,16,20,25,14,16,20,19
13,22,19,21,25,25,22,25,26,21
16,26,28,31,14,31,26,25,19,26
14,16,19,15,19,13,16,9,15,16
19,20,14,20,21,15,7,19,13,19
14,14,15,13,9,14,10,14,15,14
3,20,25,19,15,20,19,2,9,20
3,9,7,9,9,8,8,2,10,7
19,19,19,19,19,13,13,10,19,19
7,9,13,10,4,13,9,9,10,2
19,-1,14,15,19,19,14,13,19,13
14,13,19,21,20,16,19,13,26,22
3,14,10,8,13,2,14,9,13,8
13,10,20,19,22,4,21,20,20,21
21,33,31,25,33,-1,25,31,16,31
20,19,19,21,19,20,22,19,19,20
14,10,10,14,13,9,13,4,4,14
16,26,25,26,20,33,25,26,25,21
21,16,16,13,19,10,19,21,20,19
4,13,8,10,13,13,7,13,14,14
20,19,19,16,10,19,15,19,10,19
20,16,15,15,15,19,15,14,15,19
13,14,14,13,13,9,16,14,8,15
9,14,16,14,8,13,10,10,10,9
19,19,19,15,19,19,19,9,19,19
22,22,25,22,25,26,26,25,22,22
14,7,14,15,15,16,9,15,19,15
19,4,15,16,3,19,19,19,16,15
13,-1,13,20,16,4,16,19,19,19
14,25,22,25,15,21,22,27,26,25
15,15,15,9,13,19,9,19,19,14
25,20,25,21,26,25,13,22,22,22
10,13,20,14,14,16,14,16,15,15
32,26,26,25,31,26,27,31,25,25
13,19,-1,-1,19,19,19,19,19,14
19,19,20,19,9,16,21,16,14,19
28,27,27,26,16,26,31,13,21,21
10,15,7,14,14,15,16,16,19,15
25,25,21,22,22,27,28,8,20,20
19,15,16,15,16,15,13,9,20,19
20,20,20,15,19,19,19,15,19,-1
21,22,28,20,25,27,9,25,25,25
9,2,13,10,9,9,9,7,9,13
13,14,13,13,8,14,13,13,13,13
20,28,21,21,13,27,16,26,31,27
14,14,10,13,14,15,15,7,16,15
7,14,14,14,14,14,10,14,13,14
13,7,14,14,13,14,14,13,13,14
33,33,32,31,21,32,31,33,32,33
4,1,9,13,9,3,8,9,7,8
7,14,14,14,16,9,14,4,16,13
16,14,15,13,13,10,16,15,3,19
20,19,26,9,15,19,20,25,21,20
15,20,21,21,21,25,14,25,21,25
19,16,3,9,15,14,14,10,13,4
15,9,8,9,20,16,9,9,13,19
9,13,7,4,16,19,19,21,15,10
14,14,14,14,16,10,10,14,20,14
19,25,22,21,25,25,25,16,21,21
4,9,15,7,8,9,10,9,3,4
14,15,15,15,9,15,16,19,15,20
15,9,13,20,16,8,16,19,15,20
10,9,2,7,13,13,7,8,1,7
19,20,19,8,16,19,7,19,19,14
15,-1,16,14,21,25,22,19,19,22
20,21,10,7,20,10,26,13,14,15
21,10,21,16,19,19,19,15,14,25
25,20,14,19,20,19,19,26,20,25
26,15,15,20,19,3,19,19,14,20
16,9,14,8,14,15,10,15,15,8
13,9,13,13,13,10,13,19,13,4
25,25,14,31,31,25,16,26,25,26
33,34,33,22,25,46,25,34,34,27
16,19,19,14,19,21,19,20,19,9
1,2,7,13,13,7,9,7,4,9
4,10,15,9,14,19,13,10,15,19
13,13,14,15,8,13,15,4,9,9
14,13,8,10,9,9,14,10,14,13
19,14,19,19,19,15,21,13,21,19
15,16,19,7,14,19,10,16,15,14
32,33,26,32,33,32,31,33,28,15
22,14,19,21,15,16,16,20,16,13
13,21,19,10,19,16,14,14,19,16
19,7,15,9,20,16,20,14,13,20
4,14,14,15,4,13,14,19,13,14
13,19,4,14,15,15,19,19,9,8
8,8,15,9,9,15,15,4,16,10
13,14,7,10,13,13,13,13,15,9
16,16,14,13,14,13,15,19,14,9
19,19,19,20,20,15,10,10,19,27
13,13,21,20,16,19,19,19,-1,15
13,15,13,10,14,13,9,14,14,15
20,21,19,25,25,21,21,20,21,4
21,22,15,25,21,21,21,15,25,27
9,13,15,15,16,15,15,15,14,14
21,21,21,19,21,22,25,22,21,21
8,8,8,8,4,9,13,3,8,10
7,9,20,15,14,15,13,15,15,14
25,25,15,27,19,25,25,26,10,21
14,20,21,21,19,20,20,19,21,20
15,14,20,20,20,10,22,9,19,16
25,26,28,25,25,26,25,19,13,25
9,4,13,-1,8,7,4,8,3,13
3,13,2,8,8,10,9,9,14,14
19,15,15,15,20,15,10,14,19,14
10,15,13,14,14,16,14,14,13,13
25,21,20,20,25,21,21,26,22,26
25,15,19,16,19,15,16,16,19,7
10,14,14,14,14,10,13,19,15,16
25,22,25,22,25,25,21,25,9,26
13,13,15,14,10,3,16,13,15,20
20,20,21,25,22,13,22,13,16,21
9,13,14,20,14,14,14,14,9,13
7,9,13,4,3,9,10,13,13,13
10,14,10,14,14,13,14,14,19,14
7,8,7,3,10,13,10,9,9,10
8,10,8,1,10,4,8,14,15,8
20,16,15,19,19,19,-1,16,15,19
14,15,19,13,13,7,15,13,13,19
9,10,13,10,8,10,7,13,13,13
25,25,26,20,25,13,25,25,19,31
13,10,10,10,19,19,19,19,20,19
20,20,15,20,16,20,19,19,19,21
19,16,13,13,15,16,21,8,15,13
13,14,10,7,13,16,7,15,14,14
15,19,22,27,15,31,21,16,25,25
9,9,13,10,13,10,13,14,13,14
13,14,16,14,10,20,15,10,13,10
31,14,15,13,26,28,25,25,31,15
20,25,21,20,19,20,10,14,25,4
19,19,15,15,19,7,8,16,10,9
19,31,21,27,10,27,32,15,21,31
20,14,9,9,14,13,13,13,14,14
7,15,14,15,10,19,7,13,14,16
7,15,9,10,13,13,9,9,13,7
21,20,19,21,21,20,22,4,19,20
25,22,25,21,26,25,25,25,25,25
4,7,19,14,-1,19,10,10,13,19
20,16,16,19,13,16,19,19,15,13
16,4,13,13,13,13,16,15,13,3
13,13,7,10,13,2,10,13,13,9
10,3,13,9,10,15,10,9,9,14
31,22,19,31,33,21,25,31,31,31
21,25,20,20,10,20,16,20,16,20
9,7,9,16,13,14,16,13,14,15
20,16,19,21,14,16,19,19,19,9
9,9,2,4,13,13,13,8,13,13
13,22,20,20,20,9,20,21,22,21
15,14,15,20,19,9,20,20,15,14
10,10,7,4,19,-1,4,16,16,14
19,15,19,20,19,19,19,14,19,14
20,22,15,21,22,20,22,9,14,14
19,20,20,8,19,4,20,-1,15,4
19,15,7,19,13,14,19,16,13,15
27,31,16,26,28,26,31,27,19,31
13,15,14,10,4,14,15,4,4,14
13,10,14,14,9,13,13,13,4,7
4,10,10,9,10,13,13,10,13,16
28,26,27,25,27,10,26,25,25,27
19,19,16,7,15,7,14,19,21,19
19,15,9,14,16,25,20,8,2,19
10,13,7,14,13,13,13,19,10,13
19,16,14,9,16,15,19,19,9,14
19,16,20,25,20,21,25,15,10,15
14,10,15,14,19,16,15,14,9,10
32,32,28,34,33,33,25,34,33,15
8,13,13,10,8,13,9,14,13,10
9,8,14,13,7,8,8,7,8,13
25,22,13,20,25,14,21,21,25,19
15,13,14,8,13,14,13,19,15,9
21,21,16,13,19,19,19,19,16,19
19,14,20,19,3,16,19,9,15,19
4,13,15,20,22,16,19,4,20,10
20,14,13,14,14,19,9,14,13,14
13,19,3,8,-1,13,16,19,19,13
34,25,21,25,10,25,26,26,28,21
25,20,10,19,16,19,7,19,20,7
15,13,19,14,7,15,14,14,14,14
15,14,20,15,15,15,9,9,14,13
52,52,52,34,52,52,34,34,52,52
7,7,7,10,7,8,9,8,10,9
21,10,16,19,20,19,20,19,16,19
20,16,21,20,19,25,9,21,19,20
13,10,21,19,20,21,20,19,21,14
31,27,26,13,26,25,25,25,31,25
7,10,8,7,1,9,10,9,13,10
9,10,13,7,13,14,13,14,14,14
33,31,20,33,32,32,33,32,28,32
10,9,13,3,3,9,14,9,9,9
33,32,32,21,32,31,31,21,31,31
19,20,10,20,19,22,16,19,22,16
7,8,10,13,3,13,14,10,7,3
14,15,10,19,14,13,15,19,16,16
21,19,22,22,15,20,25,14,19,27
19,19,20,15,20,19,13,22,22,16
19,22,16,19,16,21,20,21,15,25
25,25,26,27,26,26,27,32,21,27
13,13,15,2,7,13,3,13,14,10
13,10,19,15,15,15,14,7,14,16
19,22,20,9,21,15,21,21,20,22
19,19,10,21,19,19,20,-1,19,20
15,20,19,9,20,16,25,21,13,19
14,19,14,14,13,15,13,15,16,8
31,19,19,-1,21,20,19,25,21,21
15,15,14,14,19,15,14,14,14,13
19,16,19,15,9,16,20,13,15,19
-1,10,20,9,20,19,10,14,13,13
16,4,14,16,20,13,15,10,15,15
8,15,13,14,14,7,16,16,10,16
1,7,7,9,9,13,8,8,8,8
14,13,20,20,19,21,15,20,19,20
26,28,27,13,19,27,25,31,25,19
25,20,25,20,10,13,9,26,22,13
13,16,19,14,19,15,19,19,16,16
26,31,26,31,15,31,25,10,14,26
10,15,20,19,19,10,21,21,21,13
16,28,15,26,21,22,25,25,20,25
15,13,-1,13,16,14,13,15,10,9
15,14,15,10,13,14,13,21,15,14
10,9,7,10,7,10,8,7,8,8
22,22,19,20,27,28,26,26,22,26
25,28,33,34,46,33,34,34,19,33
21,22,16,13,20,14,21,20,21,21
8,8,7,9,9,8,3,10,7,8
16,19,21,19,19,19,19,20,19,21
15,21,14,15,20,21,16,19,3,8
1,8,8,13,8,10,9,2,13,8
15,16,14,20,20,20,19,20,19,9
15,14,14,25,20,21,20,25,20,25
20,19,19,20,21,20,25,19,20,20
7,9,8,3,13,13,13,13,14,13
16,15,19,20,9,20,22,10,19,10
15,-1,19,20,25,20,19,20,20,21
19,16,7,20,19,21,19,22,20,15
13,-1,15,20,13,16,19,7,14,15
16,15,14,19,14,19,4,13,19,15
19,19,16,19,21,19,19,20,20,16
19,19,19,19,20,21,19,20,13,25
13,9,14,8,8,8,16,10,14,15
21,19,20,20,20,20,21,19,21,19
14,14,14,15,10,10,9,3,3,14
15,15,15,19,15,20,15,15,20,20
7,14,14,10,10,7,13,13,10,15
15,20,20,19,21,19,21,19,16,19
15,13,14,19,15,19,14,15,19,15
8,13,15,3,8,13,9,4,4,13
14,15,14,9,9,19,16,14,14,19
8,9,14,8,14,2,9,8,9,9
10,-1,14,14,7,10,7,9,13,9
8,8,8,7,8,10,7,13,7,4
19,14,9,27,16,20,19,21,19,21
19,19,16,21,13,31,20,19,16,16
21,19,20,21,21,10,20,20,20,21
13,16,16,19,10,16,-1,22,9,20
14,9,13,13,14,13,13,13,9,8
19,10,13,14,4,15,13,14,4,14
14,14,9,14,14,13,15,19,13,15
32,31,31,31,31,32,22,31,31,28
25,28,26,27,25,27,25,31,25,26
8,14,13,9,10,9,13,3,13,13
7,13,10,9,13,13,9,14,13,8
19,9,20,19,19,7,20,21,20,20
16,14,15,19,14,13,15,13,9,19
19,15,15,7,19,16,15,16,19,15
19,20,16,19,14,16,10,19,9,14
19,16,21,27,25,25,25,27,19,22
13,20,20,9,19,20,9,19,20,19
13,14,13,-1,13,13,15,15,9,14
13,13,15,8,16,14,19,15,20,15
7,13,14,13,13,14,13,9,14,13
21,19,15,19,19,10,21,21,19,7
14,13,14,14,19,16,15,10,10,7
19,19,19,15,14,15,8,16,21,19
19,19,19,16,20,21,20,16,19,20
26,16,26,26,16,25,31,25,31,22
22,22,21,20,20,25,25,21,22,25
13,14,15,14,13,14,9,10,14,14
10,7,7,13,9,14,13,15,14,13
9,8,13,8,19,13,10,10,13,14
9,7,14,3,19,9,10,14,14,19
19,14,14,15,19,16,16,21,10,9
13,14,10,13,19,14,9,9,14,14
14,19,13,19,19,14,9,3,14,16
