player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,team1Win
Akali,Caitlyn,Yuumi,Darius,Ekko,Master Yi,Urgot,Jhin,Malphite,Swain,0
Cho'Gath,Trundle,Ashe,Cassiopeia,Leona,Malphite,Ekko,Tryndamere,Lucian,Morgana,1
Annie,MissFortune,Alistar,Yone,Tryndamere,Syndra,Lulu,Udyr,Yasuo,Urgot,0
Warwick,Lulu,Malzahar,Lucian,Sett,Sona,Corki,Volibear,Zed,Dr.Mundo,0
Senna,Lucian,Teemo,Kayn,Akali,Vayne,Yasuo,Warwick,Kennen,Leona,1
Singed,Ezreal,LeeSin,Sona,Azir,Yuumi,Teemo,Zed,Volibear,Lucian,1
Fiora,Malzahar,Sona,Ekko,Ezreal,Ziggs,Kayn,Lux,Talon,Irelia,1
Heimerdinger,Lux,LeeSin,Senna,Yone,Malphite,Sona,Volibear,Draven,Fizz,0
Ornn,Jinx,Karma,Volibear,Lucian,Garen,Bard,Jhin,Orianna,Warwick,0
Warwick,Kai'sa,Syndra,Nasus,Pyke,Nautilus,Kassadin,Karthus,Garen,Yasuo,1
Yasuo,Nautilus,Veigar,Illaoi,Yone,Irelia,Kai'sa,Fizz,Rengar,Senna,0
Leona,Fiddlesticks,Yasuo,Caitlyn,Malphite,Nunu,Nocturne,Camille,Thresh,Jhin,0
Ezreal,Elise,Yasuo,Morgana,Darius,MissFortune,Skarner,Malzahar,Leona,Lillia,1
Rakan,Kassadin,Kayn,Xayah,Darius,Leona,Ezreal,Riven,Kindred,TwistedFate,1
Vladimir,Ahri,Shen,Tristana,Zac,Orianna,Garen,Poppy,Lux,Jinx,1
Morgana,Darius,Nocturne,Sona,Ashe,Renekton,Kha'Zix,Thresh,Yone,Aphelios,1
Nasus,Nunu,Yone,Lux,Ezreal,Senna,Garen,Urgot,Diana,Caitlyn,1
Ezreal,Hecarim,Singed,Dr.Mundo,Morgana,Fizz,Darius,Kha'Zix,Sona,Kai'sa,0
Yone,Lux,Talon,Vayne,Fiora,Ziggs,Pantheon,Kayn,Aphelios,Zilean,0
Heimerdinger,Vayne,Shaco,Camille,Swain,Ezreal,Cassiopeia,Senna,Hecarim,Fiora,1
Vi,Jhin,Brand,Rek'Sai,Sylas,Ekko,Olaf,Alistar,MissFortune,Garen,1
Shen,Orianna,Volibear,Alistar,Tristana,Cho'Gath,Lulu,Aphelios,Brand,LeeSin,0
Ahri,Sett,Sivir,Jayce,Swain,Rengar,Zyra,Amumu,Jhin,Veigar,1
Akali,Tryndamere,Dr.Mundo,Braum,Jinx,Ahri,Nasus,Kayn,Neeko,Ezreal,0
Cassiopeia,Illaoi,Nocturne,Bard,Ashe,Annie,Tryndamere,Caitlyn,Soraka,Master Yi,0
Jinx,Yuumi,Camille,Yone,Shaco,Ezreal,Cho'Gath,Nocturne,Senna,Zac,1
Kayn,Yone,Renekton,Braum,Ashe,Fiora,Olaf,Draven,Leona,Swain,0
Shaco,Ahri,Darius,Vayne,Master Yi,Malzahar,Jhin,Jax,Illaoi,Syndra,1
Nami,Shaco,Caitlyn,Zed,Renekton,Sett,Kayn,Fizz,Ezreal,Fiora,0
Master Yi,Sylas,Varus,Cho'Gath,Morgana,Senna,Riven,Yone,Jax,Caitlyn,0
Karma,Fiora,Hecarim,Ashe,Swain,MissFortune,Zilean,Kayn,Yone,Renekton,0
Leona,Jax,Jhin,Darius,Ekko,Braum,Master Yi,Fiora,Vayne,Viktor,1
Yone,Kayn,Vayne,Soraka,Irelia,Amumu,Galio,Cho'Gath,Nami,Ezreal,1
Yasuo,Lulu,Gragas,Xayah,Irelia,Fiora,Kai'sa,Evelynn,Talon,Nautilus,0
Zoe,Shaco,Senna,Darius,Caitlyn,Akali,Jhin,Garen,Pyke,Amumu,1
Wukong,Vi,Janna,MissFortune,Yone,Caitlyn,Rakan,Malzahar,Teemo,Ashe,0
Ashe,Senna,Neeko,Wukong,Ekko,Lillia,Akali,Nami,Darius,Vayne,1
Warwick,Sona,Renekton,Kai'sa,Sylas,Jhin,Azir,Blitzcrank,Shaco,Jax,1
Pyke,Shen,Fiddlesticks,Yone,Jinx,Malphite,Zed,Wukong,Caitlyn,Sejuani,0
Kai'sa,Yasuo,Amumu,Soraka,Singed,Camille,Ezreal,Tristana,Morgana,Nami,0
Veigar,Garen,Rammus,Swain,Taliyah,Lux,Irelia,Caitlyn,Zac,Morgana,0
Fizz,Yone,Caitlyn,Sona,JarvanIV,Vayne,Renekton,Xerath,Katarina,Kha'Zix,0
Lissandra,Yone,Sett,Ashe,Blitzcrank,Katarina,Neeko,Jinx,Darius,Trundle,0
Zoe,Vayne,Shaco,Wukong,Alistar,Riven,Thresh,Yasuo,Quinn,Ahri,0
Lillia,Ezreal,Galio,Thresh,Kayn,Bard,Jhin,Veigar,Rammus,Shen,0
Vi,Cassiopeia,Fiora,Malphite,Caitlyn,Pyke,Shen,Dr.Mundo,MissFortune,Ahri,0
Yasuo,Azir,Kayn,Caitlyn,Tryndamere,Morgana,Graves,Kayle,Ziggs,Veigar,0
Kindred,Lux,Garen,Ezreal,Sona,Urgot,Pantheon,Nami,Senna,Ahri,0
Gragas,Yone,Quinn,MissFortune,Nautilus,Garen,Lucian,Taric,Darius,Morgana,1
Senna,Ahri,Jhin,Malphite,Kha'Zix,Sett,Zed,Zac,Aatrox,TwistedFate,1
Zac,Nocturne,Yasuo,Lux,Ashe,Rumble,Vayne,Lulu,Caitlyn,Trundle,1
MissFortune,Jinx,Garen,Kha'Zix,Akali,Evelynn,Nasus,Morgana,Yasuo,Ashe,1
Warwick,Gragas,Lulu,Caitlyn,Morgana,Teemo,Twitch,Zac,Thresh,Fizz,1
Jax,Lux,Ezreal,Neeko,Garen,Morgana,Irelia,Draven,Master Yi,Brand,1
Lucian,Kayn,Lux,Blitzcrank,Yorick,Ziggs,Shyvana,Caitlyn,Darius,Senna,0
Sona,Vayne,Urgot,Yuumi,Shyvana,Elise,MissFortune,Annie,Fiddlesticks,Malphite,0
Sona,Ashe,Shyvana,Garen,Vel'Koz,Tryndamere,Tristana,Nautilus,Diana,Gragas,0
Kayn,LeBlanc,MissFortune,Bard,Cho'Gath,Darius,Amumu,Caitlyn,Nami,Cassiopeia,1
Morgana,Ahri,Volibear,Aphelios,Jax,Jhin,Olaf,Warwick,Malphite,Lux,1
Amumu,Ekko,Lux,Caitlyn,Jax,Vi,Morgana,Ezreal,Lillia,Rumble,0
Twitch,Kayn,Sett,Mordekaiser,Yuumi,Anivia,Morgana,Ashe,Kindred,Shen,0
Thresh,Hecarim,Kai'sa,Yone,Brand,Yasuo,Tristana,Kayle,Leona,Warwick,1
Lucian,Yone,Soraka,Yorick,Master Yi,Rammus,Yasuo,Malzahar,Ashe,Braum,0
Jax,Amumu,Ahri,Morgana,Jhin,Dr.Mundo,Kha'Zix,Sett,Ezreal,Zyra,0
Elise,Senna,Aphelios,Neeko,Darius,JarvanIV,Rumble,Vayne,Lux,Caitlyn,1
Zilean,Darius,Sylas,Irelia,Kai'sa,Morgana,Volibear,Senna,Dr.Mundo,Lucian,1
Brand,LeeSin,Jhin,Karma,Singed,Cassiopeia,Blitzcrank,Hecarim,Shen,Yone,1
Rek'Sai,Xayah,Lulu,Kog'Maw,Shen,Gangplank,Thresh,TwistedFate,Caitlyn,Elise,1
Aphelios,Corki,Mordekaiser,Master Yi,Sona,Graves,Blitzcrank,Draven,Lux,Garen,1
Fiddlesticks,Jhin,Rakan,Yone,Karthus,Ashe,Shaco,LeeSin,Jax,Akali,0
Fizz,Mordekaiser,LeeSin,Karma,Caitlyn,Ekko,Zyra,Sett,Ashe,AurelionSol,0
Yuumi,Ezreal,Kindred,Nasus,Katarina,Sona,LeBlanc,Irelia,XinZhao,Aphelios,0
Lux,Caitlyn,Orianna,Garen,Shyvana,Jax,Shaco,Vel'Koz,Vladimir,Ezreal,0
Orianna,Rengar,Rumble,Karma,Ashe,Cassiopeia,Pyke,Ezreal,Jayce,Ekko,0
Fizz,Zac,Lucian,Zilean,Tryndamere,Morgana,Mordekaiser,Varus,Kayn,Yone,0
Kai'sa,Vi,Pyke,Ahri,Vladimir,Lucian,Malphite,Darius,Sona,Lux,0
Xerath,Illaoi,Warwick,Draven,MissFortune,Neeko,Garen,Leona,Ashe,Master Yi,0
Vayne,Yone,Nami,Kayn,Fiora,Yasuo,Lux,Shen,Jhin,Ekko,0
Bard,Karthus,Orianna,Darius,Ashe,Vayne,Cassiopeia,Kindred,Lulu,Camille,1
Pyke,Jhin,Vayne,Kayn,Ziggs,Veigar,Teemo,Annie,Swain,Warwick,1
Illaoi,Evelynn,Ezreal,Yasuo,Soraka,Fizz,Blitzcrank,Cassiopeia,Kayn,Fiora,0
Thresh,Jhin,Garen,Zed,Ekko,Xerath,Ezreal,Amumu,Ryze,Sylas,1
Caitlyn,TahmKench,Darius,Master Yi,Ahri,Akali,Lucian,Malzahar,Nami,Warwick,0
Zilean,Camille,TwistedFate,Zac,Caitlyn,Galio,Swain,Nasus,Ezreal,Karthus,0
Kindred,Kai'sa,Zed,Lux,Shen,Tristana,Amumu,Thresh,Jayce,Annie,1
Amumu,Akali,Yone,Thresh,Aphelios,XinZhao,Yasuo,Kayn,Nautilus,Zoe,0
Bard,Qiyana,Rek'Sai,Kassadin,Aatrox,Wukong,Elise,Ezreal,Janna,Vladimir,0
Yone,MissFortune,Shen,Zyra,Tryndamere,Jinx,Blitzcrank,Hecarim,Vel'Koz,Lulu,0
Jhin,Master Yi,Blitzcrank,Ahri,Vladimir,Jax,Caitlyn,Lulu,Twitch,Veigar,1
Kai'sa,Kha'Zix,Darius,Blitzcrank,Cassiopeia,Caitlyn,Thresh,Nasus,Graves,Akali,0
Warwick,MissFortune,Diana,Urgot,Karma,Darius,Morgana,Malzahar,Nocturne,Ashe,1
Rek'Sai,Yone,Ezreal,Nocturne,Zyra,Lillia,Galio,Volibear,Draven,Pyke,0
Yone,Vayne,Ekko,Kennen,Maokai,Kai'sa,Rengar,Corki,Leona,Illaoi,0
Bard,Olaf,Cassiopeia,Ezreal,Nasus,Syndra,Caitlyn,Lux,Sett,Shaco,0
Elise,Senna,Kai'sa,Mordekaiser,Talon,Hecarim,Lux,Akali,Jhin,Lulu,1
Darius,JarvanIV,Senna,Galio,Brand,Thresh,Teemo,Caitlyn,Nocturne,Kassadin,0
Teemo,Lucian,Pyke,Ekko,Nasus,Lux,Kayn,Draven,Irelia,Morgana,0
Ezreal,JarvanIV,Thresh,Shen,Sylas,Fizz,Aatrox,Nunu,Nautilus,MissFortune,1
Yasuo,Yone,Kha'Zix,Thresh,Corki,Ornn,Nami,Ashe,Sylas,Tristana,1
Volibear,Vel'Koz,Ashe,TwistedFate,Jax,LeeSin,Renekton,Jhin,Nunu,Yuumi,1
Varus,Ahri,Lux,Jax,Dr.Mundo,Nami,Ashe,Volibear,Yone,Yorick,0
Caitlyn,Irelia,Diana,Ekko,Sett,Camille,Ezreal,Pantheon,Ryze,Leona,0
Urgot,Morgana,Akali,Amumu,Xayah,Kog'Maw,Master Yi,Garen,Zoe,Teemo,0
Nami,MissFortune,Yone,Ekko,Garen,Orianna,Alistar,Ashe,Shen,Graves,1
Mordekaiser,Nocturne,Sylas,Quinn,Lulu,Master Yi,Yone,Volibear,Ashe,Ezreal,1
Camille,Trundle,Morgana,Lucian,Akali,Blitzcrank,Kassadin,Irelia,Kai'sa,Skarner,0
Master Yi,Garen,Xayah,Braum,Akali,Yasuo,Sona,Vayne,Yone,Darius,1
Gragas,Caitlyn,Lux,Vi,Jax,Lillia,Jhin,Master Yi,Irelia,Shaco,0
Kassadin,Pyke,Hecarim,Aatrox,Caitlyn,Vladimir,Lux,Yuumi,Warwick,Ezreal,1
Darius,LeBlanc,Blitzcrank,Anivia,Vi,Zed,Syndra,Wukong,Jax,Teemo,0
Sett,Teemo,Tristana,Qiyana,Evelynn,Shyvana,Ezreal,Vladimir,Sion,Poppy,0
Sett,Nunu,Brand,Karthus,Vayne,Fizz,Jinx,Sona,Master Yi,Urgot,0
Yone,Udyr,Yasuo,Volibear,Nami,Jhin,Aatrox,Lux,Warwick,Malzahar,1
Tryndamere,Ekko,Teemo,Janna,Ezreal,Jhin,Vi,Urgot,Blitzcrank,Anivia,0
Sona,Veigar,Nasus,Shyvana,Jinx,Tryndamere,Renekton,Yasuo,Nautilus,MissFortune,0
Kai'sa,Evelynn,Kled,Karma,Morgana,Jax,Zac,Bard,Gragas,Vayne,1
Mordekaiser,Blitzcrank,Jinx,Kayn,Yone,Nasus,Rammus,Master Yi,Lucian,Zilean,1
Malphite,Yasuo,Ashe,Fiddlesticks,Akali,Jhin,Neeko,Yone,Kha'Zix,Heimerdinger,1
Kha'Zix,Lux,Illaoi,Ashe,Thresh,Veigar,Ekko,Lucian,Renekton,Alistar,1
Kled,Irelia,Evelynn,Vayne,Nami,Caitlyn,Kassadin,Yuumi,Hecarim,Ornn,0
Yasuo,Swain,Zoe,Graves,Aatrox,Tristana,Ahri,Yone,Shen,Senna,1
Annie,Shaco,Zyra,Lucian,Yasuo,Master Yi,Urgot,Fizz,Jhin,Bard,0
Draven,Thresh,Evelynn,Teemo,Nunu,Kayle,Ahri,Skarner,Nautilus,Lux,0
Galio,Elise,Hecarim,Nami,Jhin,LeeSin,Ashe,Senna,Katarina,Garen,1
JarvanIV,Mordekaiser,Galio,Zyra,Caitlyn,Yone,Jinx,Kindred,AurelionSol,Vel'Koz,1
Pantheon,Akali,Sett,Yasuo,Warwick,Orianna,Draven,Darius,Lulu,LeeSin,0
Vayne,Maokai,Trundle,Yasuo,Yone,Tryndamere,Zyra,Vi,Ekko,Tristana,0
Malphite,Ashe,Katarina,Sett,Kayn,Senna,Kai'sa,Teemo,Ahri,Vi,0
Shen,Rakan,Jinx,Vayne,Akali,Nasus,Graves,Tristana,Malphite,Ahri,1
Soraka,Cho'Gath,Kayn,Yasuo,Vayne,Lux,Hecarim,Shen,Yone,Jhin,1
Morgana,Ashe,Hecarim,Swain,Darius,Garen,Vi,Thresh,Teemo,Ezreal,1
Warwick,Kai'sa,Fiddlesticks,Senna,Ekko,Blitzcrank,Karthus,Irelia,Tristana,Sett,0
Karthus,Malphite,Lux,TwistedFate,Sivir,Fizz,Master Yi,Illaoi,Ashe,Leona,0
Ashe,Shen,Katarina,Yone,Yuumi,Volibear,Lillia,Tristana,Ezreal,Thresh,0
Lux,Sona,Ekko,Zed,Nasus,Thresh,Caitlyn,Sylas,Mordekaiser,Azir,1
Ashe,Kayn,Rakan,Mordekaiser,Yone,Olaf,Teemo,Caitlyn,Sett,Yasuo,0
Jax,Senna,Lux,Mordekaiser,Vayne,Riven,Anivia,Nocturne,Sett,Jhin,0
Kindred,Yasuo,Orianna,Brand,Jinx,Malphite,Hecarim,Yone,Jax,Shaco,0
Yasuo,Lux,Garen,Shaco,Ezreal,Warwick,Ashe,Thresh,Qiyana,Illaoi,1
Nasus,Ashe,Cassiopeia,Kayn,Morgana,Mordekaiser,Jax,Caitlyn,Senna,TahmKench,0
Gragas,Yasuo,Olaf,Twitch,Lulu,Nami,Mordekaiser,Nunu,Jinx,Yone,1
Ezreal,Ashe,Yuumi,Hecarim,Kayn,Jhin,Kennen,Ahri,Jax,Sona,0
Warwick,Fiora,Yone,Morgana,Vayne,Riven,Yasuo,MissFortune,Yuumi,Master Yi,0
Master Yi,Teemo,Vayne,Senna,Jax,Ashe,Dr.Mundo,Yone,Kindred,Lux,0
Riven,Talon,Lucian,Volibear,Nami,Darius,Malphite,Ezreal,Udyr,Garen,1
Cho'Gath,Kayle,Fiddlesticks,Kai'sa,Galio,Nasus,Caitlyn,Zyra,Zed,Sylas,0
Jinx,Janna,Katarina,Vi,Camille,Ziggs,Kog'Maw,Senna,LeeSin,Urgot,0
Ornn,Nunu,Vayne,Lillia,Karma,Lulu,LeeSin,Aphelios,Mordekaiser,Yone,0
Camille,Rammus,Xayah,Nunu,Morgana,Urgot,MissFortune,Brand,Katarina,Vi,0
Vladimir,Lillia,Gnar,Ezreal,Senna,Lucian,Nami,Volibear,Viktor,Camille,0
Nunu,Soraka,Urgot,Fiora,Tristana,Caitlyn,Olaf,Irelia,Singed,Nautilus,0
Lux,Volibear,Yone,Teemo,Sivir,Illaoi,Ryze,Master Yi,Ezreal,Nami,0
Ahri,Ekko,Jinx,Shaco,Rengar,Quinn,Wukong,Brand,Ezreal,Annie,0
Ezreal,Jax,Zoe,Lillia,Bard,Sona,Wukong,Galio,Caitlyn,Yone,0
Fizz,Kha'Zix,Tristana,Pyke,Gnar,Caitlyn,Singed,Yone,Maokai,Dr.Mundo,0
Vayne,Graves,Rumble,Gangplank,Janna,Anivia,Yone,Yuumi,Sett,Teemo,1
Teemo,Malphite,Yuumi,Lucian,LeeSin,Zed,Nunu,Sona,Caitlyn,Cassiopeia,0
Nunu,Caitlyn,Taric,Jax,Vi,Aatrox,Jinx,LeeSin,Ekko,Lulu,0
Xerath,Akali,XinZhao,Vayne,Cho'Gath,Lux,Jinx,Gragas,Teemo,Garen,1
Nautilus,Caitlyn,Darius,Xerath,Kha'Zix,Graves,Yone,Ashe,Malzahar,Thresh,0
Taliyah,Sivir,Fiora,Jax,Caitlyn,Shaco,Tristana,Pantheon,Neeko,Lillia,0
Kayle,Kindred,Thresh,Yone,Twitch,Ahri,Caitlyn,Fiora,Orianna,Rengar,0
Galio,Kayn,Blitzcrank,Caitlyn,Darius,Akali,Thresh,Jax,Master Yi,Ezreal,1
Sett,Amumu,Camille,Jhin,Ryze,Lucian,Diana,Jax,Volibear,Blitzcrank,0
Ezreal,Amumu,Brand,Lillia,Annie,Maokai,Jax,Lux,AurelionSol,Caitlyn,0
Soraka,Kai'sa,Akali,Yone,Graves,Malphite,Ezreal,Sona,Elise,Yasuo,0
Ashe,Yasuo,Lillia,Senna,Malphite,Lux,Jax,Xayah,Graves,Galio,0
Rumble,Kennen,Volibear,Twitch,Senna,Cassiopeia,Syndra,MissFortune,Malphite,Zac,0
Elise,Yuumi,Twitch,Mordekaiser,Zed,Shen,Diana,Olaf,Lulu,Kog'Maw,0
Hecarim,Azir,Lucian,Nami,Teemo,Irelia,Shyvana,Sona,Vladimir,Ezreal,0
Olaf,Ezreal,Braum,Talon,Teemo,MissFortune,Nami,Nidalee,Udyr,Yone,1
Tristana,Mordekaiser,Kayn,Annie,Ziggs,Zed,Senna,LeeSin,Shen,Ezreal,0
Ahri,Nasus,Varus,LeeSin,Thresh,XinZhao,Fiora,Lulu,Jhin,Ekko,0
Bard,Ezreal,Kayn,Ahri,Jax,Nasus,Kassadin,Ekko,Tristana,Nautilus,0
Kayn,Leona,Lucian,Darius,Talon,Veigar,Master Yi,Tristana,Lillia,Ashe,1
Teemo,Nocturne,Kayn,Diana,Yuumi,Mordekaiser,Akali,Zyra,Tristana,Master Yi,1
Tryndamere,Vel'Koz,Nocturne,Jinx,Nautilus,Nasus,Volibear,Thresh,Tristana,Fizz,0
Kha'Zix,Riven,Jinx,Maokai,Katarina,Yone,Ezreal,Sett,Lux,Senna,0
LeBlanc,Graves,Jhin,Gnar,Soraka,Ekko,Nocturne,Karma,Ashe,Jax,1
Mordekaiser,Zed,Tristana,Wukong,Lux,Garen,Senna,Veigar,Sivir,Kayn,0
Varus,Zyra,Kindred,Galio,Shen,Leona,Ekko,Teemo,Fizz,Ashe,0
Ashe,Renekton,Hecarim,Kassadin,Sona,Tristana,Rengar,Sett,Lux,Morgana,1
Ekko,Bard,Caitlyn,Sett,Fiora,Kayn,Ezreal,Zed,Thresh,Shen,1
Thresh,Jhin,Cho'Gath,Ekko,Yone,Garen,Senna,Rammus,Jinx,Talon,1
Shen,Fiddlesticks,Xerath,Yone,Ashe,Sona,Fiora,Lux,MissFortune,Amumu,0
Leona,Kai'sa,Olaf,Katarina,Volibear,LeeSin,Ashe,Ahri,Tryndamere,Lux,0
Ornn,Kayn,Ashe,Veigar,Shen,Galio,Singed,Jinx,Evelynn,Leona,0
Lillia,Teemo,Caitlyn,Neeko,Thresh,Vayne,Warwick,Nautilus,Twitch,Akali,1
Renekton,Malzahar,Lulu,Caitlyn,Volibear,Kayn,Xayah,Annie,Nautilus,Sett,0
Lulu,Vayne,Swain,Kha'Zix,Anivia,LeeSin,Caitlyn,Sona,Malphite,Dr.Mundo,0
Shaco,Syndra,Lulu,Kai'sa,Illaoi,Ashe,Ahri,Xerath,Master Yi,Urgot,0
Hecarim,Irelia,Jhin,Ekko,Senna,Kindred,Zed,Garen,Caitlyn,Nautilus,0
Cho'Gath,Aatrox,Ahri,Jinx,Lux,Jax,Master Yi,Brand,Caitlyn,Braum,1
Teemo,Warwick,Twitch,Qiyana,Morgana,Caitlyn,Orianna,Kog'Maw,Shyvana,Senna,1
Ezreal,Kayle,Kayn,Fizz,Morgana,Yone,Volibear,Maokai,Tryndamere,Aphelios,1
Ashe,Braum,Riven,Zac,Orianna,Yone,Master Yi,Vladimir,Darius,Lucian,1
Ezreal,Rakan,Singed,Swain,Shaco,Jhin,Janna,Jax,Fiddlesticks,Lissandra,0
Yorick,Jhin,Lux,Thresh,Skarner,MissFortune,Heimerdinger,Senna,Malzahar,Master Yi,1
Tristana,Nasus,Xayah,Evelynn,Thresh,Diana,Lucian,Nautilus,Kayn,Kayle,1
Mordekaiser,Fizz,Zilean,Zac,MissFortune,Teemo,Vel'Koz,Jinx,Yasuo,Rammus,0
Kayn,Cho'Gath,Lux,Veigar,MissFortune,Nasus,Yone,Hecarim,Ashe,Thresh,1
Kai'sa,Rengar,Aphelios,Sona,Zed,Lucian,Udyr,Veigar,Yone,Malzahar,0
MissFortune,Ekko,Ahri,Lux,Teemo,Evelynn,Pyke,Caitlyn,Tryndamere,Zoe,0
Ornn,Heimerdinger,Ivern,Cassiopeia,MissFortune,Vayne,Wukong,Olaf,Pantheon,Kassadin,0
Mordekaiser,Jax,Malphite,Tristana,Zilean,XinZhao,Leona,Lillia,Caitlyn,Veigar,0
Nunu,Renekton,Draven,Senna,Nocturne,Zac,Vladimir,Lulu,Irelia,Akali,1
Warwick,Sylas,Illaoi,Ziggs,Sona,Blitzcrank,Sett,Jhin,MissFortune,Nidalee,1
Lux,Jinx,Fizz,Vi,Garen,Kalista,Shaco,Yone,Yasuo,Malphite,1
Yasuo,Vi,Garen,Caitlyn,Rakan,MissFortune,Yorick,Yone,Sylas,Ahri,0
Warwick,Cho'Gath,Sejuani,Yasuo,Kassadin,Jax,Lux,Ahri,Morgana,Shyvana,0
Kennen,Volibear,Bard,Akali,Caitlyn,Urgot,Kha'Zix,Kalista,Leona,TwistedFate,1
Ezreal,Garen,Jax,Brand,Bard,Sett,Gragas,Nami,Caitlyn,Corki,0
Morgana,LeBlanc,Nocturne,Ashe,Volibear,Lucian,Ziggs,Leona,Kayn,Sett,1
Jax,Talon,Vayne,Malphite,Blitzcrank,Singed,Nautilus,LeeSin,Yone,Kai'sa,1
Gragas,Yasuo,Vladimir,Xayah,Rakan,Kha'Zix,Thresh,Ashe,Riven,Yone,1
Senna,Caitlyn,Orianna,Qiyana,Fiddlesticks,Ashe,Yone,Teemo,Leona,Fizz,1
Kayn,Draven,Darius,Lux,Akali,Varus,Nautilus,Warwick,Yasuo,Cho'Gath,1
Mordekaiser,Graves,Elise,Aphelios,Leona,Vayne,Senna,Yone,Gnar,Master Yi,0
Galio,Vayne,Thresh,Teemo,Sylas,Zed,Zilean,Ashe,Shen,Ekko,0
Jinx,Alistar,Zed,Jax,Renekton,Shen,Jhin,Leona,Ahri,Kindred,1
Yasuo,Morgana,Caitlyn,Malzahar,Lucian,Yone,Skarner,Braum,Teemo,Ezreal,0
Teemo,Yasuo,Master Yi,Lucian,Brand,Nocturne,Ryze,Ezreal,Soraka,Lux,1
Veigar,Vayne,Morgana,Skarner,Wukong,Yuumi,Ezreal,Volibear,TwistedFate,Rumble,1
Jhin,Vi,Zilean,Thresh,Tryndamere,Akali,Fiddlesticks,Caitlyn,Nami,Yasuo,0
Blitzcrank,Varus,Illaoi,Hecarim,Diana,Yone,Zilean,Dr.Mundo,Volibear,Jinx,1
Lulu,Sivir,Master Yi,Kassadin,Shen,Hecarim,Gangplank,Syndra,Caitlyn,Morgana,1
Lillia,Darius,Nocturne,Sona,Lux,Yuumi,Twitch,Maokai,Katarina,Master Yi,0
Caitlyn,Singed,Kindred,Lux,Kog'Maw,Yone,Senna,Pyke,Garen,Ekko,1
Orianna,Cho'Gath,Nidalee,Swain,Draven,Vayne,Poppy,Ekko,Heimerdinger,Blitzcrank,1
Jhin,TwistedFate,Evelynn,Nautilus,Fiora,Lux,Ashe,Tryndamere,LeeSin,Ahri,1
Akali,Vayne,Lillia,Yone,Lux,Jhin,Kha'Zix,Leona,Vladimir,LeBlanc,1
Katarina,Bard,Yone,Kha'Zix,Jhin,Soraka,Yasuo,Hecarim,Renekton,Ezreal,0
Kassadin,Yuumi,Nidalee,Yone,Mordekaiser,Zed,Vayne,Rumble,Lux,Nocturne,0
Neeko,Udyr,Nautilus,Ashe,Fiora,Katarina,Garen,Hecarim,Caitlyn,Xerath,1
Evelynn,Karma,Yasuo,Ezreal,Blitzcrank,Lulu,Graves,Syndra,Camille,Twitch,0
Orianna,Mordekaiser,Caitlyn,Malphite,Senna,Ahri,Nasus,Lulu,Jinx,JarvanIV,0
Pyke,Cho'Gath,Cassiopeia,Evelynn,Ezreal,Caitlyn,Yuumi,Garen,Hecarim,Yasuo,1
Jhin,Tryndamere,LeBlanc,Karma,Nunu,Tristana,Janna,Vi,MissFortune,Darius,0
Lulu,Ryze,Yasuo,Vayne,Master Yi,Kindred,Nasus,Azir,Xayah,Swain,1
Morgana,Mordekaiser,Brand,Master Yi,Sivir,Lux,Nami,Kayn,Yasuo,Graves,0
Pantheon,Rengar,Kassadin,Ezreal,Yuumi,Camille,XinZhao,Katarina,Caitlyn,Senna,0
Sivir,Poppy,Yone,Nunu,Bard,Xerath,Kha'Zix,Teemo,Nautilus,Caitlyn,0
Caitlyn,Xerath,Irelia,Kayn,Maokai,Renekton,Janna,Jhin,Sett,Diana,0
Malphite,Twitch,Varus,Lux,LeBlanc,Sylas,Zed,Yone,Vayne,Braum,0
Garen,Draven,Vladimir,Hecarim,Blitzcrank,Kindred,Jax,Zilean,Caitlyn,Fizz,0
Jhin,Senna,Kindred,Irelia,Veigar,TwistedFate,Yuumi,Teemo,Hecarim,Vayne,1
Olaf,Ashe,Karma,Malphite,Yone,Rengar,Katarina,Brand,Darius,Sivir,1
Thresh,Lucian,Zed,Mordekaiser,Master Yi,Caitlyn,Malphite,Garen,Nocturne,Senna,1
Sett,Lulu,Twitch,Yasuo,Zoe,Cho'Gath,Qiyana,Zed,Sona,Lux,0
Bard,Ryze,Irelia,Jax,Ashe,Yorick,Nautilus,Anivia,Ekko,Caitlyn,0
Senna,Yone,Zac,Blitzcrank,Soraka,Lucian,Kindred,Zilean,Garen,Bard,1
Shyvana,Karma,Caitlyn,Zyra,Ornn,Vayne,Ahri,Lux,Sett,Kha'Zix,1
Senna,Zac,Ezreal,Talon,Volibear,Pantheon,Gangplank,Fizz,Lucian,Kindred,1
Nasus,Caitlyn,Nautilus,Kindred,Ekko,Lulu,Kog'Maw,Lillia,Garen,Fiddlesticks,1
Ashe,Ornn,Nidalee,Graves,Vel'Koz,Caitlyn,Yone,Xerath,Ekko,Morgana,1
Sion,Jayce,Amumu,MissFortune,LeBlanc,Yone,Kled,Lux,LeeSin,Ezreal,1
Jhin,Vi,Yone,Lulu,Shen,Sylas,Caitlyn,Hecarim,Lux,Tryndamere,0
Kassadin,Irelia,Evelynn,MissFortune,TahmKench,Elise,Mordekaiser,Jinx,Annie,Blitzcrank,0
Maokai,Blitzcrank,LeBlanc,XinZhao,Tristana,Lulu,Aphelios,Viktor,Urgot,Vi,1
