player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,team1Win
Caitlyn,Ahri,Nautilus,Heimerdinger,Kha'Zix,Cassiopeia,Hecarim,Mordekaiser,Leona,MissFortune,0
Yasuo,Ezreal,Kayn,Riven,Rakan,Fiora,Senna,Pyke,Veigar,Graves,1
Caitlyn,Swain,AurelionSol,Kayn,Gnar,Karthus,Lux,Heimerdinger,Pantheon,Ashe,1
Caitlyn,Shen,Lux,Shaco,Zed,Udyr,MissFortune,Yone,Cassiopeia,Senna,1
Mordekaiser,Yasuo,Senna,Ekko,Gragas,Evelynn,Urgot,Riven,Zyra,Ryze,0
Kayn,Bard,Yorick,Ashe,Sylas,Aatrox,Katarina,Nami,Lucian,Sett,1
Katarina,Camille,Shyvana,Ezreal,Yuumi,Caitlyn,Karma,Ahri,Urgot,Kha'Zix,0
Lux,Skarner,Kayle,Orianna,Ashe,Rumble,Anivia,Garen,Ivern,Kai'sa,0
Sivir,Xerath,Volibear,Bard,Sylas,Kai'sa,Lillia,Nasus,Taric,Yone,0
Kindred,Neeko,Riven,Jinx,Rumble,Ekko,Morgana,Twitch,Rengar,Mordekaiser,1
Senna,Lucian,Viktor,Nautilus,Sett,Ekko,Vi,Vayne,Morgana,Jinx,0
Maokai,Ashe,Veigar,Nocturne,Riven,Jayce,Rakan,Xayah,Zac,Yone,1
Katarina,Shyvana,Karma,Renekton,Caitlyn,Akali,Draven,Blitzcrank,Rengar,Ornn,0
Malphite,Akali,Leona,Warwick,Ezreal,Volibear,MissFortune,Ahri,Nautilus,Master Yi,1
Lux,Sona,Volibear,Mordekaiser,Ahri,Garen,Senna,Jhin,Amumu,Fizz,1
Nami,Ashe,Kha'Zix,Kennen,Qiyana,Yasuo,Graves,Heimerdinger,Caitlyn,Blitzcrank,1
Neeko,Nautilus,Sett,Warwick,Jhin,Yone,Urgot,Blitzcrank,Vayne,Twitch,1
Sylas,Warwick,Tryndamere,Caitlyn,Lux,MissFortune,Olaf,Brand,Malphite,Yasuo,0
Ashe,Garen,Hecarim,Neeko,Senna,Tristana,Ahri,Jayce,Morgana,Sett,0
Karthus,Yuumi,Sett,Elise,Caitlyn,Nasus,Ashe,Udyr,Fizz,Blitzcrank,0
Irelia,Nidalee,Lulu,Yasuo,Twitch,Kayn,Ezreal,Singed,Karma,Yone,1
Diana,Darius,Lucian,Volibear,Swain,Karma,Kindred,Ezreal,Yone,Yasuo,0
Caitlyn,Warwick,Cassiopeia,Sett,Blitzcrank,Aphelios,Illaoi,Rengar,Nautilus,Fizz,0
Fizz,Wukong,Jinx,Yuumi,Fiddlesticks,Thresh,Diana,Yone,Lucian,Graves,1
Morgana,Darius,Kayn,Ezreal,Cassiopeia,Caitlyn,Heimerdinger,Ivern,Pyke,Yone,1
Lux,Amumu,Aatrox,MissFortune,Yone,Master Yi,Kayle,TwistedFate,Tristana,Nami,0
Sion,Zilean,Lillia,Neeko,Lucian,Kha'Zix,Lux,Caitlyn,Urgot,Tryndamere,1
Neeko,Morgana,Jhin,Yone,Sion,Fizz,Illaoi,Lux,Volibear,Ashe,0
Karthus,Twitch,Sett,Yone,Swain,Teemo,Jax,MissFortune,Ahri,Nami,0
Azir,Lucian,Swain,Master Yi,Yone,Shaco,Aatrox,Sylas,Twitch,Lulu,1
Caitlyn,Leona,Shen,Graves,Yone,Yuumi,Urgot,Akali,Ezreal,LeeSin,1
Karthus,Gnar,Renekton,Vayne,Soraka,Yone,Sett,Karma,Garen,Ashe,1
Graves,Veigar,Jhin,Malphite,Pyke,Ashe,Senna,Kindred,Teemo,Yone,0
Warwick,Irelia,Brand,Ashe,Janna,Kayle,LeBlanc,Nocturne,Varus,Thresh,1
Vi,Thresh,Zed,Jax,Kai'sa,Lucian,Kassadin,Mordekaiser,Kayn,Lulu,0
Pantheon,Yone,LeeSin,Aphelios,Sona,Yasuo,Warwick,Vel'Koz,Cho'Gath,Caitlyn,1
Neeko,Nunu,Tryndamere,Zilean,MissFortune,LeeSin,Jhin,Yone,Morgana,Cassiopeia,0
Thresh,Jhin,Sylas,XinZhao,Garen,Graves,Vladimir,Soraka,Fiora,Lucian,1
Morgana,Shen,Lillia,Zoe,Vayne,Caitlyn,Lux,Kayle,Kindred,Ahri,0
Vayne,Vel'Koz,MissFortune,Nautilus,Amumu,Sylas,Morgana,Kai'sa,Garen,Swain,1
Nunu,Jinx,Mordekaiser,Qiyana,Thresh,Teemo,Leona,Nasus,Kayn,Jhin,0
Bard,Sett,MissFortune,Cassiopeia,Zac,Karma,Rammus,Caitlyn,Jayce,Annie,1
Udyr,Fiora,Katarina,Soraka,Ashe,Blitzcrank,Jinx,Camille,Warwick,Ahri,1
Amumu,Caitlyn,Lux,Katarina,Quinn,Garen,Shaco,Kindred,MissFortune,Sona,0
Ashe,Malphite,Ryze,Kha'Zix,Vayne,Nocturne,Sylas,Janna,Ezreal,Garen,1
Jhin,Swain,Warwick,Renekton,Yone,Malphite,Graves,Taliyah,Caitlyn,Senna,0
Fizz,Sona,Urgot,Yone,Udyr,Bard,Warwick,Mordekaiser,Veigar,Morgana,1
Kayle,Ekko,Morgana,Diana,Kai'sa,Lillia,Gangplank,Sona,Kassadin,Yasuo,0
Twitch,Renekton,Ashe,Shen,Vel'Koz,Zed,Rakan,Shyvana,Nasus,Tristana,0
Ahri,Janna,Fiddlesticks,Caitlyn,Olaf,Twitch,Yuumi,Yasuo,Dr.Mundo,Malphite,1
Graves,Cassiopeia,Zed,Thresh,Jinx,Yuumi,Ornn,Evelynn,Kai'sa,Gnar,1
Shen,Ahri,Master Yi,Vayne,Yuumi,Yone,Maokai,Evelynn,Alistar,Ezreal,1
Pantheon,Thresh,Yorick,Caitlyn,Vladimir,Singed,Kayle,Zyra,Jinx,Shaco,0
Janna,Caitlyn,Nocturne,Sett,Gragas,Kha'Zix,Jhin,Nami,Jax,Azir,0
Bard,Ashe,Ekko,Jax,Kha'Zix,Gragas,Yone,Garen,Maokai,Veigar,0
Katarina,Kayn,Sona,Ashe,Tryndamere,Garen,Shaco,Talon,Zilean,MissFortune,1
Volibear,Lulu,Yasuo,Garen,Ezreal,Kindred,Lissandra,Morgana,Malphite,Jhin,1
Twitch,Annie,Warwick,Garen,Pyke,Gragas,Alistar,Ashe,Diana,Gnar,1
Kassadin,Vladimir,Vayne,Sylas,MissFortune,Jhin,Nami,Irelia,Maokai,Hecarim,1
Vayne,Ahri,Graves,Sona,Amumu,Karma,Aphelios,Cho'Gath,Olaf,Anivia,1
Kayn,Rengar,Yuumi,Ornn,Cassiopeia,Xerath,Jax,Jinx,Lux,Darius,1
Blitzcrank,Yorick,Jinx,Nocturne,Annie,Zac,Yone,Ezreal,Sylas,Lux,1
Lulu,Ashe,Malphite,Yasuo,Evelynn,Garen,Xayah,Senna,Zed,Ekko,0
Orianna,Swain,Mordekaiser,Aphelios,Kha'Zix,Ekko,Yone,Aatrox,Lulu,Kog'Maw,0
MissFortune,Olaf,Senna,Yasuo,JarvanIV,Diana,Shen,Veigar,Nunu,Aatrox,1
Yasuo,Garen,Veigar,Vayne,Lux,Kayn,MissFortune,Sion,Yuumi,Diana,1
Lux,Akali,Kayn,Jax,Caitlyn,Senna,Twitch,Sion,Kindred,Xerath,0
Lulu,LeeSin,LeBlanc,Tristana,Camille,Fiora,Lillia,MissFortune,Talon,Ekko,0
Diana,Ezreal,Fiora,Malzahar,Lux,Sona,Ashe,Brand,Warwick,Zed,1
Yone,Vel'Koz,Garen,Morgana,MissFortune,Nami,Maokai,Annie,Jhin,Warwick,0
Nami,Xayah,Teemo,Ekko,Akali,Riven,Graves,Rakan,Gragas,Talon,1
Ezreal,Janna,Kled,Fiddlesticks,Master Yi,Twitch,Lulu,Azir,Kayn,Ashe,0
Garen,Zyra,Ahri,Udyr,Ashe,Zoe,Graves,Fizz,Yuumi,Camille,1
Nocturne,Caitlyn,Jax,Ezreal,Sylas,Master Yi,Illaoi,Jhin,Orianna,Lux,0
Garen,Akali,Aphelios,Lillia,Zyra,LeeSin,Kassadin,Morgana,Kled,Ezreal,1
Zyra,Akali,Graves,Jinx,Jayce,Urgot,Nunu,Rakan,Nidalee,Xayah,1
Caitlyn,Graves,Garen,Diana,Teemo,Qiyana,Jhin,Elise,Vel'Koz,Darius,1
Sion,Caitlyn,Ekko,Riven,Zilean,Thresh,Ezreal,Amumu,Sett,Vladimir,1
Warwick,Zyra,Yasuo,Malphite,Caitlyn,Riven,Kha'Zix,MissFortune,Katarina,Senna,1
Vayne,Lulu,Garen,Galio,Olaf,Nocturne,Kayle,Neeko,Sona,Caitlyn,0
Xayah,Ezreal,Yone,Garen,Nami,Morgana,Kayn,Annie,Vayne,Singed,0
Camille,Ryze,Ashe,Lulu,Rengar,Kindred,Thresh,Ezreal,Vladimir,Ekko,1
Yuumi,Tristana,Rek'Sai,Nunu,Shyvana,Twitch,Thresh,Gragas,Ornn,Anivia,1
Hecarim,Orianna,Jax,Nami,Draven,Jhin,Alistar,Yone,Riven,Zilean,1
Caitlyn,Malphite,LeeSin,Nami,Yone,Ahri,Lucian,Master Yi,Sona,Urgot,0
Leona,Ashe,Qiyana,Camille,Gragas,Ezreal,Tryndamere,Yuumi,LeeSin,LeBlanc,0
MissFortune,Yasuo,Shyvana,Yone,Caitlyn,Sion,LeeSin,Mordekaiser,Ezreal,Nami,0
Lux,Akali,Orianna,Master Yi,Nunu,Kayn,Jax,Morgana,Ezreal,Cassiopeia,0
Darius,Ekko,Karthus,Senna,Jhin,Sylas,Vayne,Tristana,Morgana,Renekton,0
Lux,Neeko,Wukong,Varus,Aatrox,Garen,Ahri,Jinx,Morgana,Vi,0
Kha'Zix,Shen,Lux,Thresh,Tristana,Graves,Jax,Xayah,Swain,Ekko,1
Heimerdinger,Lux,Kindred,Zed,Garen,Camille,Brand,Hecarim,Yuumi,Senna,0
Kassadin,Soraka,Caitlyn,Vi,Sett,Rek'Sai,Jhin,Zoe,Yuumi,Volibear,1
Kayn,Urgot,Zoe,Lulu,Jinx,Diana,Ezreal,Lux,Poppy,Ekko,1
Vi,Garen,Morgana,Cho'Gath,Zed,Ahri,Blitzcrank,Lucian,Rammus,Jhin,1
Leona,Orianna,Teemo,Ashe,Ekko,Twitch,Viktor,Sion,Sett,Bard,0
Ashe,Soraka,Camille,Malphite,Poppy,Kayle,Graves,Senna,Yasuo,Zilean,0
Kha'Zix,Alistar,Zed,Garen,Ziggs,Caitlyn,TahmKench,Olaf,Maokai,Yone,0
Fizz,MissFortune,Dr.Mundo,Lux,Teemo,Singed,LeeSin,Zed,Quinn,Xayah,0
Aatrox,Vel'Koz,Caitlyn,Ekko,Amumu,Blitzcrank,Ezreal,Nunu,Pantheon,Urgot,1
Master Yi,Vayne,Darius,Pyke,Ekko,Galio,Kai'sa,Cho'Gath,Jax,Diana,1
Tristana,Viktor,Wukong,Pyke,Mordekaiser,Thresh,Jhin,Malphite,Kha'Zix,Jax,0
Jax,Tristana,Elise,Sona,Akali,Soraka,Udyr,Annie,Wukong,Jinx,0
Ezreal,LeeSin,Teemo,Syndra,Wukong,Vayne,Swain,Ekko,Darius,Olaf,0
Kindred,Ornn,Syndra,Brand,Senna,Leona,Shaco,Yasuo,Wukong,Lux,0
Camille,Xayah,Singed,Shaco,Ahri,Teemo,Jhin,Nautilus,Irelia,Evelynn,1
Yone,Xerath,Draven,Blitzcrank,Volibear,Sejuani,Nasus,Yasuo,Braum,Lucian,1
Sett,Udyr,Blitzcrank,Ezreal,Katarina,Gragas,Lux,Zoe,Master Yi,Quinn,0
Master Yi,Kayle,Yone,Ezreal,Alistar,Lucian,Nautilus,Cassiopeia,Zac,Volibear,1
Fizz,Lulu,Twitch,Kayn,Rammus,Master Yi,Diana,Ashe,Nasus,Leona,1
Vi,Singed,Kassadin,Shaco,Ashe,Teemo,Blitzcrank,Xerath,Vayne,Olaf,0
Dr.Mundo,Ekko,Talon,Cassiopeia,Nami,Lucian,Lillia,Azir,Shaco,Ornn,0
Talon,Vayne,Brand,Graves,Kennen,Nasus,Kayn,Kassadin,Nautilus,Ezreal,1
Pantheon,Kog'Maw,Rengar,Nami,Nocturne,Zed,Teemo,Kindred,Brand,Yone,1
Evelynn,Kalista,Lulu,Teemo,Orianna,Yasuo,Ashe,Dr.Mundo,Yone,Blitzcrank,1
Yasuo,Zac,Mordekaiser,Alistar,Kalista,Urgot,Karthus,Vi,Janna,Ashe,0
Blitzcrank,JarvanIV,Camille,Jhin,Ahri,Riven,Twitch,Evelynn,Yuumi,Yone,0
Elise,Lucian,Xerath,Sylas,Brand,Kennen,Viktor,Volibear,MissFortune,Lux,0
Poppy,LeeSin,Lucian,Kassadin,Lux,Wukong,Tristana,Leona,Xayah,Shyvana,1
Kha'Zix,Morgana,Ahri,Sivir,Gangplank,Yone,Tristana,Soraka,Rumble,Teemo,0
Nautilus,Yone,Yasuo,Zac,Jhin,Rammus,Syndra,Shen,Senna,Caitlyn,1
Camille,Lillia,Urgot,Kai'sa,Azir,Fiddlesticks,Lucian,Yasuo,Thresh,Pyke,1
Warwick,Nautilus,Veigar,Jhin,Annie,Urgot,Volibear,Talon,Heimerdinger,Lulu,1
Volibear,Dr.Mundo,Senna,Vel'Koz,Jinx,Morgana,Ezreal,Singed,Kha'Zix,Teemo,1
Volibear,Sett,Zed,Twitch,Yuumi,Vayne,Lux,Yone,Kindred,Jinx,1
Darius,Kai'sa,Yuumi,Karthus,Morgana,Kha'Zix,Jhin,Katarina,Taric,Irelia,1
Darius,Yuumi,Ziggs,Ekko,Twitch,Kayn,Blitzcrank,Caitlyn,Jax,Viktor,1
Hecarim,Illaoi,Kog'Maw,Lulu,Jhin,Graves,Ekko,Bard,Caitlyn,Irelia,1
Volibear,Zyra,Draven,Neeko,Fiora,Zoe,Leona,Senna,Riven,Karthus,0
Mordekaiser,Fiddlesticks,Ashe,Diana,Leona,Gragas,Ryze,Master Yi,Jhin,Renekton,0
Sett,Galio,Ekko,Swain,Ashe,Mordekaiser,Brand,Vi,MissFortune,Morgana,1
Akali,Karma,Volibear,MissFortune,Thresh,Garen,Yasuo,Sona,Ezreal,Zac,1
Kog'Maw,Dr.Mundo,Trundle,Akali,Lulu,Rengar,Diana,Kha'Zix,Alistar,Caitlyn,0
Ezreal,Sett,Lux,Kayn,Galio,Fiora,Graves,Yone,Morgana,Syndra,1
Darius,Katarina,Tristana,Volibear,Soraka,Sett,Vladimir,Alistar,Kai'sa,Gangplank,1
Darius,Zed,Nautilus,Yasuo,Nidalee,Caitlyn,Yone,Lux,Garen,Brand,1
Fiddlesticks,Jax,Ezreal,Ziggs,Bard,Poppy,Yone,Zyra,Jhin,Lillia,1
Hecarim,Yone,MissFortune,Brand,Corki,Veigar,Nami,Illaoi,Fiddlesticks,Ashe,1
Shen,Caitlyn,Akali,Elise,Alistar,Volibear,Twitch,Quinn,Veigar,Lux,0
Sett,Qiyana,Pantheon,Zyra,Caitlyn,Morgana,Tristana,Lux,Vladimir,Rammus,1
Zed,Hecarim,Malphite,Senna,Cho'Gath,Lissandra,Ezreal,Sett,Leona,Zilean,0
Camille,Sylas,Teemo,Ornn,Ashe,Lillia,Malphite,Veigar,Cassiopeia,Kindred,0
Malphite,Kindred,Ezreal,Morgana,Katarina,Swain,Mordekaiser,Jhin,Sejuani,Talon,1
Sett,Tristana,Nasus,Ahri,LeeSin,Amumu,Syndra,Senna,Yone,Urgot,0
Yasuo,Senna,Shen,Ekko,Jhin,Yone,Garen,Lulu,Kai'sa,Rumble,0
Graves,Ashe,Camille,Yone,Karma,Vayne,Aatrox,Soraka,Katarina,LeeSin,1
Caitlyn,Vel'Koz,Maokai,Skarner,Swain,Garen,Ashe,Lulu,Ekko,Yasuo,0
Yone,Malphite,Kindred,Sona,Karma,Twitch,Thresh,Ekko,Volibear,Teemo,0
Neeko,Kayn,Renekton,MissFortune,Urgot,Rammus,Gnar,Talon,Jinx,Brand,0
Jhin,Sona,Irelia,Gragas,Nasus,Pantheon,Aphelios,Illaoi,Ezreal,Fiddlesticks,0
Ryze,Kindred,TwistedFate,Sett,Jhin,Kalista,Blitzcrank,Vi,Yorick,Galio,0
Ekko,Qiyana,Sivir,Karma,Renekton,Mordekaiser,Olaf,Xerath,Yasuo,Blitzcrank,0
Blitzcrank,Illaoi,Evelynn,Ahri,Ashe,Kayle,Zac,Zed,Jhin,Nasus,0
Jhin,Master Yi,Xerath,Camille,Yone,Heimerdinger,Hecarim,Riven,Brand,Sivir,0
Ashe,Blitzcrank,Zed,Kayn,Cho'Gath,Volibear,Caitlyn,AurelionSol,Vel'Koz,Darius,1
Hecarim,Singed,Ahri,Vayne,Brand,Katarina,MissFortune,Teemo,Wukong,Rakan,1
Hecarim,Senna,Pyke,Diana,Quinn,Garen,Nami,Kayn,Zed,Vayne,1
Ashe,Garen,Thresh,Kindred,Yone,Kassadin,Renekton,Sona,Jhin,Cho'Gath,0
Shen,Ziggs,Zac,Thresh,Twitch,Malphite,Jinx,Lux,Kindred,Fizz,1
Soraka,Evelynn,Xayah,LeBlanc,Teemo,Master Yi,Galio,Kai'sa,Yorick,Olaf,0
Morgana,Nunu,Ahri,Camille,Ashe,Syndra,Malphite,Karma,Hecarim,Ekko,1
Teemo,Nami,Vayne,Lux,Malphite,Ashe,Nautilus,Irelia,Sett,Yone,1
Kha'Zix,Ezreal,Yasuo,Lux,Garen,Vi,Ashe,Mordekaiser,Lulu,Ahri,0
Dr.Mundo,Heimerdinger,Xayah,Lillia,Nautilus,Udyr,Cassiopeia,Ezreal,Blitzcrank,Sion,0
Lucian,Nami,Cassiopeia,Graves,Shen,Olaf,Yuumi,Garen,LeBlanc,Kog'Maw,1
Senna,Sion,LeBlanc,Elise,Cho'Gath,Yone,Pyke,Caitlyn,Volibear,Teemo,1
Shen,Janna,Kai'sa,Nocturne,LeBlanc,Master Yi,Ryze,Caitlyn,Vel'Koz,Yone,1
Darius,Leona,Ashe,Elise,Galio,Quinn,Yone,Thresh,Sylas,Sivir,0
Yasuo,Yuumi,Tristana,Nasus,Zac,Sylas,Jax,Lulu,Mordekaiser,Caitlyn,1
Kayn,Braum,Ahri,Lucian,Shen,Garen,Nautilus,Caitlyn,Cho'Gath,Yasuo,0
TwistedFate,Sett,Morgana,Vi,Kai'sa,Aphelios,Teemo,Brand,Sejuani,Katarina,1
Sona,Ashe,Riven,Hecarim,Teemo,Aatrox,XinZhao,Morgana,Lucian,Ahri,1
Taric,Yone,Lucian,Skarner,Tryndamere,Zed,Jinx,Vel'Koz,Ekko,Shen,0
Kayn,Shaco,Renekton,Tristana,Fizz,TwistedFate,Mordekaiser,Thresh,Volibear,Ezreal,1
Yasuo,Fiddlesticks,TahmKench,Jhin,Camille,Illaoi,Olaf,Zoe,Morgana,Caitlyn,1
Zac,Blitzcrank,Yasuo,Illaoi,Yone,Mordekaiser,Yuumi,Kai'sa,Karthus,Trundle,1
Senna,Sylas,Yone,Varus,Udyr,Evelynn,Lillia,Blitzcrank,Shen,Jhin,0
Caitlyn,Lulu,Shen,Graves,TwistedFate,Morgana,Sivir,Kayn,Katarina,Aatrox,0
Udyr,Zed,Soraka,MissFortune,Urgot,Teemo,JarvanIV,Ashe,Yasuo,Blitzcrank,1
Mordekaiser,Caitlyn,Warwick,Yasuo,Sona,Kalista,Kayn,Shen,Lux,Soraka,1
Lulu,Camille,Twitch,Zed,Kayn,Elise,Caitlyn,Orianna,Nami,Riven,0
Ezreal,Rakan,Katarina,Illaoi,Vi,Ashe,Shen,Orianna,Tryndamere,Volibear,0
Shyvana,Lucian,Nautilus,Mordekaiser,Diana,Lillia,Gnar,Olaf,Morgana,Xayah,0
Evelynn,Yone,Blitzcrank,Tristana,Wukong,Kayn,Ashe,Shen,Ahri,Thresh,1
Warwick,Akali,Lux,Caitlyn,Urgot,Jax,Vayne,Bard,Shen,Zed,0
Lissandra,Ekko,Brand,Caitlyn,Sion,Tryndamere,TwistedFate,Kindred,Leona,Lucian,1
Varus,Thresh,Amumu,Ahri,Jax,Soraka,Yone,Jhin,Fiora,Kayn,0
Alistar,LeBlanc,Varus,Riven,Shen,Lillia,Illaoi,Camille,Ezreal,Zoe,0
Ekko,Caitlyn,Galio,Katarina,Yasuo,Senna,Olaf,Ashe,Yone,Vladimir,1
Riven,Syndra,Graves,Lux,Caitlyn,Fiora,MissFortune,Cassiopeia,Leona,Kayn,0
Pyke,XinZhao,Kassadin,Singed,Irelia,Lillia,Yone,Braum,Annie,Jinx,1
Teemo,Cassiopeia,Kog'Maw,Leona,Kayn,Ornn,Cho'Gath,Bard,Zoe,Lucian,0
Nocturne,Sylas,Kayn,Sona,Lucian,Thresh,Zilean,Trundle,Garen,Ezreal,1
Mordekaiser,Hecarim,Caitlyn,Morgana,Zed,Volibear,Zyra,Fiora,Tristana,Annie,0
LeBlanc,Sion,Lux,Twitch,Volibear,Zilean,Trundle,Rammus,Kog'Maw,Zed,1
Nocturne,MissFortune,Lux,Teemo,Volibear,Yone,Yasuo,Vel'Koz,Warwick,Mordekaiser,1
Malphite,Veigar,Twitch,Xayah,Riven,Sona,Kai'sa,Ahri,Darius,Pyke,1
Xayah,Nautilus,Evelynn,Diana,Jax,Vel'Koz,Urgot,Olaf,Caitlyn,Morgana,1
Veigar,Tryndamere,Yone,Caitlyn,Karthus,Anivia,Shen,Sett,Pyke,Ashe,0
Nautilus,Darius,MissFortune,Syndra,Kindred,Pyke,Teemo,Volibear,Xayah,Orianna,0
Urgot,Nautilus,Ekko,Rek'Sai,Ezreal,Gnar,Rakan,Vayne,Amumu,Zoe,1
Fiddlesticks,Leona,MissFortune,Kindred,Garen,Sett,Ezreal,Yasuo,Brand,LeeSin,0
Pantheon,Singed,Jinx,Rakan,Vi,Lucian,Nunu,Fizz,Thresh,Kai'sa,0
Lucian,Alistar,Riven,Ahri,Evelynn,Ornn,Jhin,Pantheon,Ekko,Lux,0
Lux,Tryndamere,Vayne,Ahri,Riven,Zed,Cho'Gath,Soraka,Caitlyn,Kha'Zix,0
Lux,Ezreal,Hecarim,LeBlanc,Wukong,Caitlyn,Morgana,Maokai,Volibear,Diana,0
Warwick,Kog'Maw,Illaoi,Yuumi,Yasuo,Jhin,Soraka,Garen,Rammus,Syndra,0
Akali,Varus,Lulu,Ornn,Shyvana,Sona,Karma,Singed,Kindred,Caitlyn,0
Graves,Gnar,Katarina,Caitlyn,Leona,Ashe,Maokai,Yone,Camille,Shyvana,1
MissFortune,Vladimir,Nautilus,Zed,Kayn,Vayne,Shaco,Mordekaiser,Neeko,Xerath,1
Master Yi,Ashe,Bard,Rumble,LeBlanc,Pantheon,Swain,Vladimir,Soraka,Lux,1
Kha'Zix,Corki,Alistar,Tryndamere,MissFortune,Ezreal,Malphite,Sylas,Pyke,Teemo,0
Janna,Tristana,Wukong,Yone,Darius,Amumu,Kennen,Caitlyn,Zed,Soraka,0
Malzahar,Ekko,Yasuo,Nami,Malphite,Fizz,Caitlyn,Senna,Kayn,Darius,1
Jhin,Nautilus,Yone,Master Yi,Orianna,Irelia,Sivir,Garen,Lux,Amumu,1
Veigar,Vayne,Rammus,Jax,Alistar,Syndra,Urgot,Jhin,Lux,Master Yi,1
Tristana,Leona,Akali,Volibear,Sett,Teemo,Rakan,Master Yi,Ashe,Diana,0
Kha'Zix,Fiora,Kai'sa,Soraka,Ziggs,Ashe,Morgana,Darius,Xerath,Shaco,0
Yuumi,Zed,Ekko,Evelynn,Renekton,Lissandra,Lillia,Aatrox,Lux,Ezreal,1
Renekton,Ezreal,Ahri,Vel'Koz,Mordekaiser,Yone,Kindred,Dr.Mundo,Caitlyn,Sona,1
Volibear,Ezreal,Zyra,Shen,Vladimir,Shaco,Swain,Lillia,Singed,Senna,1
MissFortune,Thresh,Irelia,Yone,Wukong,Teemo,Master Yi,Blitzcrank,Aphelios,Ahri,1
Mordekaiser,Morgana,MissFortune,LeBlanc,Warwick,Rammus,Talon,Jinx,Swain,Garen,0
Brand,Garen,Lucian,Annie,Warwick,Ryze,Volibear,Renekton,Ezreal,Lux,1
Dr.Mundo,Caitlyn,Senna,Fizz,Hecarim,Garen,Sona,Veigar,Jinx,Skarner,0
Darius,Vladimir,Sona,Kai'sa,Master Yi,Akali,Elise,Ashe,Karma,Sion,0
Swain,Yone,Brand,Graves,Kai'sa,Riven,Malphite,Thresh,Tristana,Volibear,0
Karthus,Wukong,Singed,Vayne,Lulu,Rakan,Heimerdinger,Jhin,Kha'Zix,Tristana,1
Xerath,Caitlyn,Vel'Koz,Yone,Lillia,Twitch,Ekko,LeBlanc,Urgot,LeeSin,0
Malphite,Shyvana,Ashe,Sona,Fizz,Illaoi,Kindred,Caitlyn,Sylas,Thresh,0
LeBlanc,Volibear,Blitzcrank,Vayne,Sett,Lucian,Nunu,Vel'Koz,Vi,Quinn,0
Maokai,Ashe,Cassiopeia,Garen,Rengar,Kha'Zix,Malphite,Qiyana,Leona,Caitlyn,1
Karma,Evelynn,Ahri,Fiddlesticks,Ezreal,Poppy,Ashe,Amumu,Zyra,Ekko,0
Ekko,Ezreal,Janna,Garen,Master Yi,Yuumi,Senna,Evelynn,Vladimir,Renekton,0
Kai'sa,Warwick,Rakan,Morgana,Irelia,Olaf,Yasuo,Sylas,Karma,Tryndamere,0
Draven,Yasuo,Olaf,Kennen,Veigar,Vayne,Irelia,Tristana,Vi,Lux,0
Ashe,Talon,Udyr,Senna,Darius,Malphite,Caitlyn,Master Yi,Qiyana,Morgana,1
Sona,Amumu,Kog'Maw,Ahri,Nasus,Orianna,Jax,Evelynn,MissFortune,Malphite,1
Teemo,Zed,Lucian,Morgana,Volibear,Wukong,Yuumi,Jinx,Kayn,Sylas,0
Sett,Tristana,Morgana,Caitlyn,TahmKench,Shaco,Jhin,Tryndamere,Malzahar,Lillia,1
Katarina,Volibear,Lillia,Rakan,Jinx,Soraka,Kha'Zix,Morgana,Teemo,Kai'sa,1
LeeSin,Jhin,Soraka,Rumble,Akali,Brand,Kassadin,Ezreal,Fiddlesticks,Kalista,0
Volibear,Heimerdinger,Swain,Kayn,Yasuo,Illaoi,Nunu,Draven,Rammus,Malzahar,0
Sylas,Lux,Caitlyn,Riven,Udyr,Yone,Renekton,Brand,Ashe,Rengar,1
Lux,Yone,Amumu,Maokai,Ezreal,Varus,Malphite,Volibear,Fizz,Shen,1
Ezreal,Graves,Neeko,Maokai,Hecarim,Ahri,Lissandra,Sona,Jhin,Nocturne,0
Kindred,Kassadin,Leona,Caitlyn,Zac,MissFortune,Hecarim,Anivia,Garen,Karma,0
Aatrox,Nidalee,Zyra,Ezreal,Fizz,Lux,Kayn,Ekko,Jhin,Mordekaiser,1
Caitlyn,Kayn,Malzahar,Wukong,Soraka,LeeSin,Malphite,Lucian,Lulu,Ryze,0
Ahri,Urgot,Caitlyn,Zac,Braum,Shen,Kha'Zix,Kled,Soraka,Jinx,0
Aphelios,Neeko,Azir,LeeSin,Renekton,Sona,Gragas,Olaf,Yasuo,Ahri,0
Jhin,Fiora,Shyvana,Katarina,Ahri,Yone,Sett,Sejuani,Alistar,Draven,1
Yone,Rumble,Renekton,Jinx,Xerath,Hecarim,Karma,Xayah,Fizz,Teemo,0
JarvanIV,Kai'sa,Akali,Karma,Swain,Wukong,Fiddlesticks,Yone,Janna,Vayne,0
Evelynn,Lucian,Yasuo,Morgana,Singed,Kai'sa,Janna,Viktor,LeeSin,Mordekaiser,0
Vayne,Soraka,Malzahar,Teemo,Volibear,Ahri,Jax,Annie,Jhin,Evelynn,1
Nunu,Vayne,Renekton,Vladimir,Swain,Riven,Jhin,Senna,Ahri,Yone,1
Ekko,Kindred,Nami,Jinx,Singed,Lucian,Shyvana,Sylas,Lulu,Vayne,0
Twitch,Garen,Warwick,Janna,Diana,Rengar,Senna,Teemo,Annie,Lucian,0
